ident,name,municipality,iso_region,iata_code,local_code,latitude_deg,longitude_deg,faa_code
CO16,Arapahoe Medical Park/Littleton Hospital Heliport,Littleton,US-CO,,CO16,39.57640075683594,-104.98699951171876,CO16
CO17,Sky Haven Airport,Byers,US-CO,,CO17,39.713600158691406,-104.19400024414062,CO17
CO18,Chaparral Airport,Deer Trail,US-CO,,CO18,39.464001,-104.258003,CO18
CO19,Tezak Airport,Canon City,US-CO,,CO19,38.43568,-105.26028,CO19
CO20,Flying W Ranch Airport,Cedaredge,US-CO,,CO20,38.86249923706055,-107.8209991455078,CO20
CO21,Craig Heliport,Craig,US-CO,,CO21,40.524200439453125,-107.55599975585938,CO21
CO22,Hildebrandt Airport,Bethune,US-CO,,CO22,39.279623,-102.47474,CO22
CO23,St Francis Hospital Heliport,Colorado Springs,US-CO,,CO23,38.848899841309,-104.80799865723,CO23
CO24,Penrose Saint Francis Hospital Heliport,Colorado Springs,US-CO,,CO24,38.86599,-104.822182,CO24
CO25,Metrogro Farm Airport,Agate,US-CO,,CO25,39.494857,-103.727361,CO25
CO27,Tanner Field,Cortez,US-CO,,CO27,37.46780014038086,-108.66500091552734,CO27
CO30,Gates Rubber County Heliport,Denver,US-CO,,CO30,39.698001861572266,-104.98699951171876,CO30
CO31,Rose Medical Center Heliport,Denver,US-CO,,CO31,39.732734,-104.932901,CO31
CO32,Capri Heliport,Denver,US-CO,,CO32,39.85279846191406,-104.97699737548828,CO32
CO34,St Lukes Hospital Heliport,Denver,US-CO,,CO34,39.74720001220703,-104.9810028076172,CO34
CO35,Denver Health Heliport,Denver,US-CO,,CO35,39.728223,-104.990523,CO35
CO36,Elbert County Heliport,Kiowa,US-CO,,CO36,39.34389877319336,-104.46499633789062,CO36
CO37,St Joseph Hospital Heliport,Denver,US-CO,,CO37,39.746181,-104.970543,CO37
CO38,Comanche Airfield Llc Airport,Strasburg,US-CO,,CO38,39.74720001220703,-104.31300354003906,CO38
CO40,Vtol Heliport,Denver,US-CO,,CO40,39.742801666259766,-104.99400329589844,CO40
CO41,Denver Police Department-District 3 Heliport,Denver,US-CO,,CO41,39.6875,-104.95999908447,CO41
CO42,Circle 8 Ranch Airport,Elizabeth,US-CO,,CO42,39.33470153808594,-104.5459976196289,CO42
CO43,Pinyon Airport,Glade Park,US-CO,,CO43,39.00279998779297,-108.70999908447266,CO43
CO44,Yankee Port Heliport,Greenwood Village,US-CO,,CO44,39.57500076293945,-104.8759994506836,CO44
CO45,Avista Adventist Hospital Heliport,Louisville,US-CO,,CO45,39.952439,-105.151289,CO45
CO46,Mercy Regional Medical Center Heliport,Durango,US-CO,,CO46,37.2832984924,-107.874000549,CO46
CO47,Goldys Field,Gypsum,US-CO,,CO47,39.599998,-106.973999,CO47
CO48,Crop Air Inc Airport,Eaton,US-CO,,CO48,40.512201,-104.651256,CO48
CO50,Aspen Valley Hospital Heliport,Aspen,US-CO,,CO50,39.190006808300005,-106.839004755,CO50
CO51,Henderson Heliport,Empire,US-CO,,CO51,39.7682991027832,-105.8479995727539,CO51
CO52,Marshdale STOLport,Evergreen,US-CO,,CO52,39.58330154418945,-105.3030014038086,CO52
CO53,Yankee Field,Fort Collins,US-CO,,CO53,40.63470077514648,-104.99099731445312,CO53
CO54,G W Flanders Ranch Strip,Falcon,US-CO,,CO54,38.98329925537109,-104.63400268554688,CO54
CO55,Christman Field,Fort Collins,US-CO,,CO55,40.597198486328125,-105.1439971923828,CO55
CO56,Jjs Airport,Keenesburg,US-CO,,CO56,39.9640998840332,-104.46299743652344,CO56
CO57,Rhoads Heliport,Firestone,US-CO,,CO57,40.112701416015625,-104.9520034790039,CO57
CO58,Wings N Things Airpark & Museum Airport,Longmont,US-CO,,CO58,40.105801,-104.955002,CO58
CO59,Hay Fever Farm Airport,Galeton,US-CO,,CO59,40.54579925537109,-104.56400299072266,CO59
CO60,Horseshoe Landings Airport,Keenesburg,US-CO,,CO60,40.105344,-104.429712,CO60
CO62,Cherry Creek Townhouse Heliport,Glendale,US-CO,,CO62,39.70550155639648,-104.93900299072266,CO62
CO63,Brown's Fort Heliport,Canon City,US-CO,,CO63,38.49639892578125,-105.31099700927734,CO63
CO64,Mount San Rafael Heliport,Trinidad,US-CO,,CO64,37.1875,-104.48799896240234,CO64
CO65,Geary Ranch Airport,Westcliffe,US-CO,,CO65,38.04579925537109,-105.47100067138672,CO65
CO68,Frederick-Firestone F.S. #2 Heliport,Frederick,US-CO,,CO68,40.121944,-104.980833,CO68
CO71,Parkview Medical Center Heliport,Pueblo,US-CO,,CO71,38.280799865722656,-104.61399841308594,CO71
CO72,Helitrax / Telluride Heliport,Telluride,US-CO,,CO72,37.939999,-107.848998,CO72
CO73,Air Sprayers Number 2 Airport,Hartman,US-CO,,CO73,38.11172,-102.21524,CO73
CO74,Mc Elroy Heliport,Kremmling,US-CO,,CO74,40.0027999878,-106.452003479,CO74
CO75,Overlook Athletic Club Heliport,Breckenridge,US-CO,,CO75,39.47299957275391,-106.03299713134766,CO75
CO76,Eden Ranch Airport,Hotchkiss,US-CO,,CO76,38.835708,-107.867003,CO76
CO78,Lincoln Community Hospital Heliport,Hugo,US-CO,,CO78,39.138832,-103.474474,CO78
CO80,Fowler Airport,Fowler,US-CO,,CO80,38.0724983215332,-104.0459976196289,CO80
CO82,Land Airport,Keenesburg,US-CO,,CO82,40.09579849243164,-104.58899688720705,CO82
CO84,Idlers Field,Kirk,US-CO,,CO84,39.60829925537109,-102.54100036621094,CO84
CO85,Rifle Junction Heliport,Rifle,US-CO,,CO85,39.53390121459961,-107.77200317382812,CO85
CO87,Dbs Air Heliport,Rifle,US-CO,,CO87,39.52780151367188,-107.71900177001952,CO87
CO88,Kusa Helistop,Denver,US-CO,,CO88,39.721099853515625,-104.98300170898438,CO88
CO89,Barber Field,Delta,US-CO,,CO89,38.77280044555664,-108.04399871826172,CO89
CO90,Usaf Academy Bullseye Aux Airstrip,Ellicott,US-CO,,CO90,38.75830078125,-104.30699920654295,CO90
CO93,Perry Park Airport,Larkspur,US-CO,,CO93,39.25,-104.89099884033205,CO93
CO95,True Grit South Airport,Telluride,US-CO,,CO95,38.052378,-107.984871,CO95
CO96,Reed Hollow Ranch Airport,Franktown,US-CO,,CO96,39.371700286865234,-104.74299621582033,CO96
CO97,Comanche Springs Ranch Airport,Strasburg,US-CO,,CO97,39.72079849243164,-104.322998046875,CO97
CSL,O'Sullivan Army Heliport,Camp San Luis Obispo,US-CA,,CSL,35.3263,-120.7431,CSL
CSP,Cape Spencer C.G. Heliport,Cape Spencer,US-AK,,CSP,58.19910049439999,-136.639007568,CSP
CSR,Campbell Airstrip,Anchorage,US-AK,,CSR,61.15869903564453,-149.781005859375,CSR
CT00,Electro-Methods Inc Heliport,South Windsor,US-CT,,CT00,41.83200073242188,-72.60089874267578,CT00
CT01,Whelan Farms Airport,Bethlehem,US-CT,,CT01,41.66619873046875,-73.18900299072266,CT01
CT02,Clark Hill Heliport,Glastonbury,US-CT,,CT02,41.642608,-72.562777,CT02
CT03,Bristol Hospital Heliport,Bristol,US-CT,,CT03,41.675899505615234,-72.93620300292969,CT03
CT05,Kaman Aerospace Corp Heliport,Bloomfield,US-CT,,CT05,41.86199951171875,-72.69979858398438,CT05
CT06,Delta One Heliport,Hartford,US-CT,,CT06,41.78900146484375,-72.66059875488281,CT06
CT07,Skis Landing Area Airport,Colchester,US-CT,,CT07,41.573393,-72.301318,CT07
CT09,Heckler Field,Coventry,US-CT,,CT09,41.802898,-72.391701,CT09
CT10,Flat Rock Farm Heliport,Sterling,US-CT,,CT10,41.742631,-71.8125,CT10
CT11,Devils Hopyard Field,East Haddam,US-CT,,CT11,41.444,-72.338997,CT11
CT12,St. Vincent's Medical Center Heliport,Bridgeport,US-CT,,CT12,41.201251,-73.201543,CT12
CT13,Yankee Airstrip,East Killingly,US-CT,,CT13,41.874482,-71.819472,CT13
CT14,Bancroft Airport,East Windsor Hill,US-CT,,CT14,41.866798400878906,-72.61620330810547,CT14
CT15,Wysocki Field,Ellington,US-CT,,CT15,41.94540023803711,-72.47760009765625,CT15
CT16,Fetske Seaplane Base,Essex,US-CT,,CT16,41.375099182128906,-72.37449645996094,CT16
CT17,United Technology Corp. Heliport,Hartford,US-CT,,CT17,41.76570129394531,-72.67340087890625,CT17
CT18,State Emergency Heliport,Hartford,US-CT,,CT18,41.76480102539063,-72.68199920654297,CT18
CT19,Laurie Field,Hazardville,US-CT,,CT19,41.968201,-72.539803,CT19
CT20,Rankl Field,Marlborough,US-CT,,CT20,41.599591,-72.434278,CT20
CT21,Sunnyvale Field,North Stonington,US-CT,,CT21,41.460623,-71.829997,CT21
CT22,H O Penn-1 Heliport,Newington,US-CT,,CT22,41.66070175170898,-72.72840118408203,CT22
CT23,Della Heliport,Enfield,US-CT,,CT23,41.94010162353516,-72.60590362548828,CT23
CT24,North Canaan Aviation Facilities Inc Airport,North Canaan,US-CT,,CT24,42.0453987121582,-73.33869934082031,CT24
CT25,Miry Dam Heliport,Middlebury,US-CT,,CT25,41.556934,-73.124328,CT25
CT26,Corporate Ridge Heliport,Rocky Hill,US-CT,,CT26,41.64870071411133,-72.66339874267578,CT26
CT27,Tennessee F Heliport,Enfield,US-CT,,CT27,42.00400161743164,-72.54010009765625,CT27
CT28,Veterans Home & Hospital Heliport,Rocky Hill,US-CT,,CT28,41.65840148925781,-72.64759826660156,CT28
CT29,Valley Farm Airport,Somers,US-CT,,CT29,42.013271,-72.472519,CT29
CT32,Gallup Farm Airport,Voluntown,US-CT,,CT32,41.535400390625,-71.83450317382812,CT32
CT33,Clark Heliport,Wallingford,US-CT,,CT33,41.48149871826172,-72.80590057373047,CT33
CT35,Hamilton Standard Heliport,Windsor Locks,US-CT,,CT35,41.93339920043945,-72.69950103759766,CT35
CT36,Gager Field,Bozrah,US-CT,,CT36,41.564499,-72.197304,CT36
CT37,Sikorsky Bridgeport Heliport,Bridgeport,US-CT,,CT37,41.161016,-73.204916,CT37
CT38,Corporate Center Heliport,Glastonbury,US-CT,,CT38,41.71229934692383,-72.58789825439453,CT38
CT39,Maplewood Farm Airport,Durham,US-CT,,CT39,41.468575,-72.708857,CT39
CT40,Bob Thomas Ford Heliport,Hamden,US-CT,,CT40,41.36980056762695,-72.91729736328125,CT40
CT41,General Electric Heliport,Fairfield,US-CT,,CT41,41.216757,-73.255618,CT41
CT42,Wings Ago Airstrip,Goshen,US-CT,,CT42,41.85010147094727,-73.26619720458984,CT42
CT43,Spruce Airport,Jewett City,US-CT,,CT43,41.59370040893555,-71.93119812011719,CT43
CT44,Ripley Field,Litchfield,US-CT,,CT44,41.78570175170898,-73.30870056152344,CT44
CT45,Timex Heliport,Middlebury,US-CT,,CT45,41.55339813232422,-73.09819793701172,CT45
CT46,Milford-Alexander Heliport,Milford,US-CT,,CT46,41.234500885009766,-73.03179931640625,CT46
CT47,Consumer Products Div Warner-Lambert County Heliport,Milford,US-CT,,CT47,41.230098724365234,-73.03790283203125,CT47
CT48,Wychwood Field,Mystic,US-CT,,CT48,41.436798095703125,-71.92539978027344,CT48
CT49,Plainville Heliport,New Britain,US-CT,,CT49,41.667598724365234,-72.8322982788086,CT49
CT50,Marks Heliport,East Granby,US-CT,,CT50,41.942901611328125,-72.7061996459961,CT50
CT51,Docktors Field,New Milford,US-CT,,CT51,41.53340148925781,-73.41619873046875,CT51
CT52,Flying Ridge Airstrip,Newtown,US-CT,,CT52,41.36819839477539,-73.29119873046875,CT52
CT53,Mountain View Heliport,Somers,US-CT,,CT53,42.0192985534668,-72.48370361328125,CT53
CT54,North Branford Heliport,North Branford,US-CT,,CT54,41.33570098876953,-72.79070281982422,CT54
CT55,North Haven Heliport,North Haven,US-CT,,CT55,41.3672981262207,-72.88009643554688,CT55
CT57,Old Saybrook Heliport,Old Saybrook,US-CT,,CT57,41.3047981262207,-72.37169647216797,CT57
CT59,Good Hill Farm Airport,Roxbury,US-CT,,CT59,41.55009841918945,-73.26619720458984,CT59
CT60,Ultimate Heliport,Bristol,US-CT,,CT60,41.675201416015625,-72.89109802246094,CT60
CT62,Twin Manufacturing Company Heliport,South Windsor,US-CT,,CT62,41.809722,-72.609722,CT62
CT63,Lake Compounce Heliport,Bristol/Southington,US-CT,,CT63,41.640899658203125,-72.91960144042969,CT63
CT64,Pratt & Whitney Heliport,Southington,US-CT,,CT64,41.57509994506836,-72.89679718017578,CT64
CT66,Long View Landing Airport,Washington,US-CT,,CT66,41.66680145263672,-73.28289794921875,CT66
CT68,Wauregan Heliport,Wauregan,US-CT,,CT68,41.75339889526367,-71.88760375976562,CT68
CT69,Nasin Heliport,Willimantic,US-CT,,CT69,41.725399017333984,-72.19170379638672,CT69
CT70,Wilsonville Heliport,Wilsonville,US-CT,,CT70,42.01399993896485,-71.87950134277344,CT70
CT71,RTX Farmington Heliport,Farmington,US-CT,,CT71,41.708928,-72.8021,CT71
CT72,Cigna Heliport,Bloomfield,US-CT,,CT72,41.81949996948242,-72.74819946289062,CT72
CT73,South Meadows Heliport,Hartford,US-CT,,CT73,41.72320175170898,-72.86009979248047,CT73
CT74,Westford Airstrip,Ashford,US-CT,,CT74,41.951405,-72.181578,CT74
CT75,UConn Health Heliport,Farmington,US-CT,,CT75,41.733284,-72.793125,CT75
CT76,Chase Manhattan Bank of Ct Heliport,Trumbull,US-CT,,CT76,41.2422981262207,-73.15039825439453,CT76
CT77,American Cyanamid County Heliport,Wallingford,US-CT,,CT77,41.43899917602539,-72.83789825439453,CT77
CT78,Lord Creek Seaplane Base,Lyme,US-CT,,CT78,41.35150146484375,-72.3551025390625,CT78
CT79,Merritt 7 Helistop,Norwalk,US-CT,,CT79,41.144471,-73.42854,CT79
CT80,Stonington Airpark,Stonington,US-CT,,CT80,41.3473014831543,-71.88590240478516,CT80
CT82,Quaddick Lake Seaplane Base,Thompson,US-CT,,CT82,41.95840072631836,-71.81670379638672,CT82
CT83,Dow Chemical Heliport,Danbury,US-CT,,CT83,41.38899993896485,-73.53099822998047,CT83
CT84,Partyka Chevrolet Heliport,Hamden,US-CT,,CT84,41.37369918823242,-72.90869903564453,CT84
CT85,Roberts Farm Airport,East Windsor,US-CT,,CT85,41.88980102539063,-72.61509704589844,CT85
CT86,Sanford Heliport,East Haddam,US-CT,,CT86,41.43399810791016,-72.39399719238281,CT86
CT87,Bootlegger's Seaplane Base,Enfield,US-CT,,CT87,41.9984016418457,-72.60590362548828,CT87
CT89,Itt Heliport,Shelton,US-CT,,CT89,41.27510070800781,-73.13289642333984,CT89
CT90,Dairy Mart Farms Inc Heliport,Enfield,US-CT,,CT90,41.98149871826172,-72.58509826660156,CT90
CT92,Bemer Heliport,Portland,US-CT,,CT92,41.62289810180664,-72.60060119628906,CT92
CT93,Backus Hospital Heliport,Norwich,US-CT,,CT93,41.54209899902344,-72.09230041503906,CT93
CT95,Meriden-Wallingford Hospital Heliport,Meriden,US-CT,,CT95,41.53340148925781,-72.80979919433594,CT95
CT96,Green Acres Airport,Bristol,US-CT,,CT96,41.709355,-72.971253,CT96
CT97,Shoreline Clinic Heliport,Essex,US-CT,,CT97,41.32899856567383,-72.4281005859375,CT97
CT98,Middlesex Hospital Heliport,Middletown,US-CT,,CT98,41.554841,-72.64614,CT98
CT99,Old Saybrook Police Heliport,Old Saybrook,US-CT,,CT99,41.29069900512695,-72.37899780273438,CT99
CXC,Chitina Airport,Chitina,US-AK,CXC,CXC,61.582901,-144.427002,CXC
CYM,Chatham Seaplane Base,Chatham,US-AK,CYM,05AA,57.5149,-134.945999,CYM
CZN,Chisana Airport,Chisana,US-AK,CZN,CZN,62.071201,-142.048004,CZN
CZO,Chistochina Airport,Chistochina,US-AK,CZO,CZO,62.5634994507,-144.669006348,CZO
D03,Kulm Municipal Airport,Kulm,US-ND,,D03,46.306764,-98.938833,D03
D06,Minto Municipal Airport,Minto,US-ND,,D06,48.292493,-97.393997,D06
D12,Garden Valley Heliport,Garden Valley,US-ID,,D12,44.064300537109375,-115.9260025024414,D12
D15,Lake Isabella Airpark,Lake Isabella,US-MI,,D15,43.644501,-84.982002,D15
D20,Yale Airport,Yale,US-MI,,D20,43.111072,-82.786725,D20
D24,Fessenden Municipal Airport,Fessenden,US-ND,,D24,47.659698486328125,-99.66100311279295,D24
D28,Tanglefoot Seaplane Base,Cavanaugh Bay,US-ID,,D28,48.538898,-116.832001,D28
D29,Drayton Municipal Airport,Drayton,US-ND,,D29,48.61859893798828,-97.1759033203125,D29
D32,Starbuck Municipal Airport,Starbuck,US-MN,,D32,45.598876,-95.535994,D32
D38,Canandaigua Airport,Ontario County IDA,US-NY,IUA,IUA,42.908902,-77.325226,IUA
D41,Stephen Municipal Airport,Stephen,US-MN,,D41,48.461182,-96.865764,D41
D43,Hopewell Airpark,Canandaigua,US-NY,,D43,42.91949844360352,-77.2427978515625,D43
D49,Columbus Municipal Airport,Columbus,US-ND,,D49,48.898602,-102.792,D49
D51,Clarence Aerodrome,Buffalo,US-NY,,D51,43.06669998168945,-78.68309783935547,D51
D52,Geneseo Airport,Geneseo,US-NY,,D52,42.79869842529297,-77.84249877929688,D52
D58,Timber Lake Municipal Airport,Timber Lake,US-SD,,D58,45.415001,-101.083,D58
D59,Gowanda Airport,Gowanda,US-NY,,D59,42.501542,-78.950518,D59
D61,Towner Municipal Airport,Towner,US-ND,,D61,48.35829925537109,-100.39199829101562,D61
D63,Dinsmore Airport,Dinsmore,US-CA,,D63,40.492018,-123.59813,D63
D65,Corsica Municipal Airport,Corsica,US-SD,,D65,43.43344,-98.39879,D65
D66,Delta Junction Airport,Delta Junction,US-AK,DJN,D66,64.049861,-145.722656,DJN
D67,Creekside Airport,Holcomb,US-NY,,NY95,42.915191,-77.384474,NY95
D69,Rogersburg Airport,Anatone,US-WA,,D69,46.074401,-116.966003,D69
D71,Beaver Lake Seaplane Base,Big Lake,US-AK,,D71,61.582901,-149.830994,D71
D72,D&C Fire Lake Flying Club Seaplane Base,Eagle River,US-AK,,D72,61.352500915527344,-149.54600524902344,D72
D75,Blodget Lake Seaplane Base,Wasilla,US-AK,,D75,61.5760993958,-149.675994873,D75
D79,Dart Airport,Mayville,US-NY,,D79,42.26810073852539,-79.48169708251953,D79
D80,Olcott-Newfane Airport,Burt,US-NY,,D80,43.321712,-78.726033,D80
D81,Red Lake Falls Municipal Airport,Red Lake Falls,US-MN,,D81,47.82500076293945,-96.25779724121094,D81
D82,Ovid Airport,Ovid,US-NY,,D82,42.65480041503906,-76.79630279541016,D82
D85,Campbell Field,Randolph,US-NY,,85NK,42.155334,-79.015757,85NK
D88,Pratt's Eastern Divide Airport,Mina,US-NY,,D88,42.149612,-79.684503,D88
D90,Mancelona Municipal Airport,Mancelona,US-MI,,D90,44.923913,-85.068884,D90
D91,Spencerport Airpark,Spencerport,US-NY,,D91,43.16949844360352,-77.81829833984375,D91
DC01,Washington Post Heliport,Washington,US-DC,,DC01,38.903111,-77.030648,DC01
DC02,Metropolitan Complex Heliport,Washington,US-DC,,DC02,38.910400390625,-77.0072021484375,DC02
DC03,Us Park Police Eagle's Nest Heliport,Washington,US-DC,,DC03,38.86650085449219,-76.9927978515625,DC03
DC04,Spirit of Washington Heliport,Washington,US-DC,,DC04,38.874298095703125,-77.02140045166016,DC04
DC06,Metropolitan Police Department 2nd District Heliport,Washington,US-DC,,DC06,38.934833,-77.074821,DC06
DC07,MPD 5th Metropolitan Police Department Heliport,Washington,US-DC,,DC07,38.9151001,-76.97329712,DC07
DC08,WHC Heliport,Washington,US-DC,,DC08,38.9290008545,-77.01640319820001,DC08
DC09,Medstar Georgetown University Hospital Heliport,Washington,US-DC,,DC09,38.910368,-77.077693,DC09
DC11,National Presbyterian Church Heliport,Washington,US-DC,,DC11,38.94210052490234,-77.08000183105469,DC11
DC16,Metropolitan Police Department  3rd District Heliport,Washington,US-DC,,DC16,38.917922,-77.038125,DC16
DC17,Children's Hospital Heliport,Washington,US-DC,,DC17,38.92729949951172,-77.01409912109375,DC17
DC52,Sibley Memorial Hospital Heliport,Washington,US-DC,,DC52,38.936934,-77.110548,DC52
DCK,Dahl Creek Airport,Dahl Creek,US-AK,DCK,DCK,66.943298,-156.904999,DCK
DDT,Duffys Tavern Airport,Slana,US-AK,,DDT,62.724602,-143.921005,DDT
DE00,Doyle's Airport,Felton,US-DE,,DE00,39.02069854736328,-75.57710266113281,DE00
DE02,Delaware State Police Heliport,Dover,US-DE,,DE02,39.20009994506836,-75.53299713134766,DE02
DE03,Dover Downs Helistop,Dover,US-DE,,DE03,39.18339920043945,-75.52459716796875,DE03
DE04,Newberg Airport,Smyrna,US-DE,,DE04,39.29169845581055,-75.57499694824219,DE04
DE05,Wilmington Country Club Heliport,Greenville,US-DE,,DE05,39.80009841918945,-75.61630249023438,DE05
DE06,Delaware Museum Heliport,Greenville,US-DE,,DE06,39.792598724365234,-75.6135025024414,DE06
DE08,Barcroft Company Heliport,Lewes,US-DE,,DE08,38.78150177001953,-75.1052017211914,DE08
DE09,Johnsons Airport,Magnolia,US-DE,,DE09,39.06819915771485,-75.4885025024414,DE09
DE10,Kimbowrosa Farm Airport,Milford,US-DE,,DE10,38.96680068969727,-75.46630096435547,DE10
DE11,Drummond Airport,Milford,US-DE,,DE11,38.90570068359375,-75.4010009765625,DE11
DE13,Rehoboth Bay Seaplane Base,Dewey Beach,US-DE,,DE13,38.68619918823242,-75.08709716796875,DE13
DE14,Huey Airport,Bridgeville,US-DE,,DE14,38.74399948120117,-75.53489685058594,DE14
DE15,Pevey Airport,Seaford,US-DE,,DE15,38.61259841918945,-75.69969940185547,DE15
DE16,Rollins Building Heliport,Wilmington,US-DE,,DE16,39.79084,-75.547805,DE16
DE17,Sugar Hill Airport,Greenwood,US-DE,,DE17,38.77790069580078,-75.58329772949219,DE17
DE19,Duffy's Airport,Townsend,US-DE,,DE19,39.325801849365234,-75.7416000366211,DE19
DE20,Spirit Airpark,Townsend,US-DE,,DE20,39.37360000610352,-75.74579620361328,DE20
DE21,West Private Airport,Frankford,US-DE,,DE21,38.517901,-75.159874,DE21
DE23,Ockel Farms Airport,Milton,US-DE,,DE23,38.750301361083984,-75.36000061035156,DE23
DE24,Elliott Heliport,Dover,US-DE,,DE24,39.11149978637695,-75.50550079345703,DE24
DE25,Eagle Crest-Hudson Airport,Milton,US-DE,,DE25,38.776100158691406,-75.23359680175781,DE25
DE26,ChristianaCare Christiana Hospital Heliport,Newark,US-DE,,DE26,39.687564,-75.667069,DE26
DE28,Nemours A I Dupont Children's Hospital Rooftop Heliport,Wilmington,US-DE,,DE28,39.779181,-75.55552,DE28
DE29,Scotty's Place Airport,Smyrna,US-DE,,DE29,39.375099182128906,-75.64409637451172,DE29
DE30,Bracebridge Iii Heliport,Wilmington,US-DE,,DE30,39.735599517822266,-75.5353012084961,DE30
DE32,Belfair Airport,Felton,US-DE,,DE32,38.97499847412109,-75.61669921875,DE32
DE34,Townsend A Airport,Townsend,US-DE,,DE34,39.41429901123047,-75.66300201416016,DE34
DE39,ChristianaCare Wilmington Hospital Heliport,Wilmington,US-DE,,DE39,39.751111,-75.550556,DE39
DHB,Deer Harbor SPB,Deer Harbor,US-WA,DHB,88WA,48.616667,-123.002778,DHB
DM2,Diomede Heliport,Diomede,US-AK,DIO,DM2,65.758367,-168.953676,DIO
DT1,Downtown Fort Lauderdale Heliport,Fort Lauderdale,US-FL,,DT1,26.120500564575195,-80.14209747314453,DT1
DTG,Dwight Airport,Dwight,US-IL,,DTG,41.133301,-88.440804,DTG
E07,Tatum Airport,Tatum,US-NM,,18T,33.2611999512,-103.277000427,18T
E20,Lake Berryessa Seaplane Base,Napa,US-CA,,E20,38.550979,-122.227682,E20
E32,Lindrith Airpark,Lindrith,US-NM,,E32,36.29140090942383,-107.05599975585938,E32
E36,Georgetown Airport,Georgetown,US-CA,,E36,38.921100616455,-120.86499786377,E36
E37,Flying J Ranch Airport,Pima,US-AZ,,E37,32.846316,-109.87946,E37
E40,Wilson's Airport,Hickory,US-NC,,E40,35.650069,-81.356737,E40
E53,Engler Field,Bad Axe,US-MI,,E53,43.846233,-83.046792,E53
E55,Ocean Ridge Airport,Gualala,US-CA,,E55,38.801602,-123.530504,E55
E58,Bird Dog Airfield,Krum,US-TX,,E58,33.3074,-97.3472,E58
E61,Conchas Lake Seaplane Base,Conchas Dam,US-NM,,E61,35.384201,-104.216003,E61
