ident,name,municipality,iso_region,iata_code,local_code,latitude_deg,longitude_deg,faa_code
CA46,Cedars-Sinai Medical Center Heliport,Los Angeles,US-CA,,CA46,34.07628,-118.380788,CA46
CA47,San Diego Police Headquarters Heliport,San Diego,US-CA,,CA47,32.715301513671875,-117.1510009765625,CA47
CA49,Jones Farms Airport,Stratford,US-CA,,CA49,36.2041015625,-119.84100341796876,CA49
CA50,Hughes/Malibu Heliport,Malibu,US-CA,,CA50,34.045201,-118.695034,CA50
CA51,The Sea Ranch Airport,The Sea Ranch,US-CA,,CA51,38.7046012878418,-123.43299865722656,CA51
CA53,Tews Field,Redding,US-CA,,CA53,40.67250061035156,-122.34200286865234,CA53
CA55,Mission Hospital Helistop,Mission Viejo,US-CA,,CA55,33.560797,-117.666192,CA55
CA56,Correctional Training Facility Heliport,Soledad,US-CA,,CA56,36.468216,-121.380087,CA56
CA57,Blake Sky Park Airport,Vacaville,US-CA,,CA57,38.458321,-122.050046,CA57
CA58,Emanuel Medical Center Heliport,Turlock,US-CA,,CA58,37.51259,-120.839244,CA58
CA59,Vestal Strip,Verona,US-CA,,CA59,38.79159927368164,-121.58399963378906,CA59
CA60,Deer Creek Ranch Airport,Vina,US-CA,,CA60,39.94990158081055,-121.99700164794922,CA60
CA61,SCE High Desert District Heliport,Victorville,US-CA,,CA61,34.476549,-117.288432,CA61
CA62,McMillan Assault Strip,Camp Roberts,US-CA,,CA62,35.719101,-120.767998,CA62
CA63,John Muir Walnut Creek Medical Center Heliport,Walnut Creek,US-CA,,CA63,37.912845,-122.041449,CA63
CA64,Olive View Medical Center Heliport,Sylmar,US-CA,,CA64,34.3268013,-118.4449997,CA64
CA65,Alta Vista Heliport,Watsonville,US-CA,,CA65,36.97050094604492,-121.86199951171876,CA65
CA66,Monterey Bay Academy Airport,Watsonville,US-CA,,CA66,36.90610122680664,-121.84300231933594,CA66
CA67,Westley Airport,Westley,US-CA,,CA67,37.54800033569336,-121.20500183105467,CA67
CA68,Saddleback Memorial Medical Center Heliport,Laguna Hills,US-CA,,CA68,33.608584,-117.709225,CA68
CA69,Avenal Gliderport,Avenal,US-CA,,CA69,36.00303,-120.142194,CA69
CA70,Sun Hill Ranch Airport,Helendale,US-CA,,CA70,34.757999420166016,-117.49700164794922,CA70
CA71,Horse Shoe A Ranch Airport,Drytown,US-CA,,CA71,38.439775,-120.887933,CA71
CA72,Community Memorial Hospital Heliport,Ventura,US-CA,,CA72,34.274682,-119.259236,CA72
CA73,Vanderford Ranch Company Airport,Yuba City,US-CA,,CA73,39.095699310302734,-121.71600341796876,CA73
CA76,Flying T Ranch Airport,Ramona,US-CA,,CA76,33.0703010559082,-116.7519989013672,CA76
CA77,Ridgecrest Regional Hospital Heliport,Ridgecrest,US-CA,,CA77,35.640365,-117.672034,CA77
CA78,City Hall Heliport,Riverside,US-CA,,CA78,33.980641,-117.375628,CA78
CA79,Ritz-Carlton Marina del Rey Heliport,Marina del Rey,US-CA,,CA79,33.984297,-118.450175,CA79
CA81,Riverside Metro Center Heliport,Riverside,US-CA,,CA81,33.982958,-117.375982,CA81
CA83,Gilbert Aviation Heliport,Visalia,US-CA,,CA83,36.44269943237305,-119.31600189208984,CA83
CA84,Torrey Pines Gliderport,San Diego,US-CA,,CA84,32.889702,-117.247002,CA84
CA85,Opus Center Irvine Heliport,Irvine,US-CA,,CA85,33.683601,-117.852997,CA85
CA86,Northridge Hospital Heliport,Northridge,US-CA,,CA86,34.220016,-118.532554,CA86
CA87,SCE Songs Mesa Heliport,San Clemente,US-CA,,CA87,33.379517,-117.559821,CA87
CA88,San Ardo Field,San Ardo,US-CA,,CA88,36.026074,-120.908382,CA88
CA89,Skylark Airport,Lake Elsinore,US-CA,,CA89,33.632272,-117.300868,CA89
CA90,Cadiz Airstrip,Cadiz,US-CA,,CA90,34.514054,-115.518343,CA90
CA91,Quinn Heliport,Riverside,US-CA,,CA91,34.008073,-117.343801,CA91
CA92,Paradise Skypark Airport,Paradise,US-CA,PYS,CA92,39.71029,-121.616528,PYS
CA95,St Joseph Medical Center Heliport,Burbank,US-CA,,CA95,34.155314,-118.327759,CA95
CA97,Christy Airstrip,Santa Cruz Island,US-CA,,CA97,34.01888,-119.851625,CA97
CA98,Platform Ocs P-0188 Hondo Heliport,Santa Barbara,US-CA,,CA98,34.39070129394531,-120.12200164794922,CA98
CA99,Aero Long Beach 8 Helipad,Long Beach,US-CA,,CA99,33.807162,-118.144573,CA99
CD00,Emancipation Hill Heliport,Boulder,US-CO,,CD00,40.0536003112793,-105.36000061035156,CD00
CD01,Lowe Airstrip,Cotopaxi,US-CO,,CD01,38.39830017089844,-105.62000274658205,CD01
CD02,Skyote Airport,Steamboat Springs,US-CO,,CD02,40.757999420166016,-106.97200012207033,CD02
CD03,Tinnes Airport,Lamar,US-CO,,CD03,38.198226,-102.5669,CD03
CD04,S F Heliport,Westminster,US-CO,,CD04,39.82080078125,-105.0540008544922,CD04
CD06,Centennial Healthcare Plaza Heliport,Englewood,US-CO,,CD06,39.59439849853516,-104.822998046875,CD06
CD07,Poudre Valley Hospital Heliport,Fort Collins,US-CO,,CD07,40.571393,-105.054376,CD07
CD08,Public Service Company/Mdc Heliport,Irondale,US-CO,,CD08,39.86669921875,-104.9010009765625,CD08
CD09,Yoder Airstrip,Bennett,US-CO,,CD09,39.81969833374024,-104.40899658203124,CD09
CD10,Chapman Field,South Fork,US-CO,,CD10,37.67499923706055,-106.55599975585938,CD10
CD11,Mountain Bell/Durango Heliport,Durango,US-CO,,CD11,37.24169921875,-107.8759994506836,CD11
CD12,Gunnison Valley Hospital Heliport,Gunnison,US-CO,,CD12,38.551700592041016,-106.9250030517578,CD12
CD13,Morris Airport,Deer Trail,US-CO,,CD13,39.83509826660156,-103.73600006103516,CD13
CD14,J & S Airport,Bennett,US-CO,,CD14,39.82889938354492,-104.43699645996094,CD14
CD15,Schantz Airstrip,Simla,US-CO,,CD15,39.295794,-104.12178,CD15
CD16,Branson Heliport,Branson,US-CO,,CD16,37.01919937133789,-103.88600158691406,CD16
CD17,Bijou Basin Airport,Byers,US-CO,,CD17,39.905912,-104.122023,CD17
CD18,Amax Mill Heliport,Dillon/Silverthorne,US-CO,,CD18,39.83330154418945,-106.06700134277344,CD18
CD19,Arapahoe Heliport,Idaho Springs,US-CO,,CD19,39.690799713134766,-105.50499725341795,CD19
CD20,Sprague Airport,Loveland,US-CO,,CD20,40.47499847412109,-105.22000122070312,CD20
CD21,Badger Mountain Heliport,Tarryall,US-CO,,CD21,39.04940032958984,-105.51300048828124,CD21
CD22,North Suburban Medical Center Heliport,Thornton,US-CO,,CD22,39.863318,-104.98651,CD22
CD23,Aero Bear Field,Calhan,US-CO,,CD23,39.19829940795898,-104.3290023803711,CD23
CD24,Red Canyon Ranch Heliport,Castle Rock,US-CO,,CD24,39.352500915527344,-105.00700378417967,CD24
CD25,Henderson Mine Heliport,Berthoud Falls,US-CO,,CD25,39.76940155029297,-105.85099792480467,CD25
CD26,Peyton Heliport,Calhan,US-CO,,CD26,39.04249954223633,-104.36499786376952,CD26
CD27,Page Memorial Hospital Heliport,Luray,US-VA,,CD27,38.66249847412109,-78.4677963256836,CD27
CD28,Tall Timber Airport,Indian Hills,US-CO,,CD28,39.64390182495117,-105.26799774169922,CD28
CD29,Cerro Summit Heliport,Cimarron,US-CO,,CD29,38.45000076293945,-107.6510009765625,CD29
CD30,Fitzpatrick Heliport,Cimarron,US-CO,,CD30,38.38330078125,-107.41699981689452,CD30
CD31,Parker Adventist Hospital Heliport,Parker,US-CO,,CD31,39.547547,-104.76993,CD31
CD32,Castle Lakes Airport,Lake City,US-CO,,CD32,37.90919876098633,-107.3499984741211,CD32
CD33,Mesa Verde Heliport,Cortez,US-CO,,CD33,37.25,-108.5009994506836,CD33
CD34,Point Creek Heliport,Delta,US-CO,,CD34,38.79999923706055,-108.16699981689452,CD34
CD35,Pleasant View Heliport,Dove Creek,US-CO,,CD35,37.59999847412109,-108.63400268554688,CD35
CD36,Egnar Heliport,Egnar,US-CO,,CD36,37.88330078125,-108.83399963378906,CD36
CD37,Berthoud Pass Heliport,Empire,US-CO,,CD37,39.79389953613281,-105.76399993896484,CD37
CD38,Sacramento Heliport,Fairplay,US-CO,,CD38,39.216400146484375,-106.08699798583984,CD38
CD39,Pond's Field,Berthoud,US-CO,,CD39,40.26499938964844,-105.13700103759766,CD39
CD40,Hilltop Heliport,Franktown,US-CO,,CD40,39.42940139770508,-104.65899658203124,CD40
CD41,Sunlite Heliport,Glenwood Springs,US-CO,,CD41,39.43330001831055,-107.38400268554688,CD41
CD42,Lookout Mountain Heliport,Glenwood Springs,US-CO,,CD42,39.53329849243164,-107.28399658203124,CD42
CD43,Granite Heliport,Granite,US-CO,,CD43,39.08610153198242,-106.26799774169922,CD43
CD44,Madden Peak Heliport,Hesperus,US-CO,,CD44,37.34999847412109,-108.1510009765625,CD44
CD45,Flyin' B Ranch Airport,Elizabeth,US-CO,,CD45,39.32329940795898,-104.572998046875,CD45
CD46,North Arrow Heliport,Fort Collins,US-CO,,CD46,40.59109878540039,-105.0479965209961,CD46
CD47,Montrose Memorial Hospital Heliport,Montrose,US-CO,,CD47,38.480098724365234,-107.86900329589844,CD47
CD48,Cuchara Ranch Airport,Walsenburg,US-CO,,CD48,37.786399841308594,-104.59400177001952,CD48
CD49,Matheson Heliport,Matheson,US-CO,,CD49,39.17689895629883,-103.87999725341795,CD49
CD50,Teepee Park Heliport,Meeker,US-CO,,CD50,40.150001525878906,-107.86699676513672,CD50
CD52,Mount Princeton Heliport,Mount Princeton,US-CO,,CD52,38.74530029296875,-106.1999969482422,CD52
CD53,Sky Ridge Medical Center Heliport,Lone Tree,US-CO,,CD53,39.528056,-104.869722,CD53
CD54,Raspberry Heliport,Norwood,US-CO,,CD54,38.29999923706055,-108.18399810791016,CD54
CD55,Norwood Junction Heliport,Norwood,US-CO,,CD55,38.09999847412109,-106.28399658203124,CD55
CD56,Grand Valley Heliport,Parachute,US-CO,,CD56,39.417486,-108.1001,CD56
CD57,Grouse Mountain Heliport,Parshall,US-CO,,CD57,40.13330078125,-106.16699981689452,CD57
CD59,Placerville Heliport,Placerville,US-CO,,CD59,38.016700744628906,-108.0510025024414,CD59
CD62,Baxter Pass Heliport,Rangely,US-CO,,CD62,39.58330154418945,-108.95099639892578,CD62
CD63,Raven Ridge Heliport,Rangely,US-CO,,CD63,40.116427,-108.950633,CD63
CD65,Rico Heliport,Rico,US-CO,,CD65,37.68330001831055,-108.01699829101562,CD65
CD66,Rio Blanco Heliport,Rio Blanco,US-CO,,CD66,39.70000076293945,-107.95099639892578,CD66
CD68,Silverton Junction Heliport,Silverton,US-CO,,CD68,37.79999923706055,-107.66699981689452,CD68
CD69,Morning Shadows Ranch Airport,South Fork,US-CO,,CD69,37.74029922485352,-106.5260009765625,CD69
CD70,Mount Werner Heliport,Steamboat Springs,US-CO,,CD70,40.45000076293945,-106.73400115966795,CD70
CD71,Hecox Heliport,Guffey,US-CO,,CD71,38.624567,-105.516017,CD71
CD72,Missionary Ridge Heliport,Trimble,US-CO,,CD72,37.34999847412109,-107.76699829101562,CD72
CD74,Vail Junction Heliport,Vail,US-CO,,CD74,39.61669921875,-106.38400268554688,CD74
CD75,Whitewater Heliport,Whitewater,US-CO,,CD75,38.900001525878906,-108.48400115966795,CD75
CD77,Castle Peak Heliport,Wolcott,US-CO,,CD77,39.70000076293945,-106.76699829101562,CD77
CD78,Coal Bank Pass Heliport,Wolf Creek,US-CO,,CD78,37.68330001831055,-107.76699829101562,CD78
CD79,Northfield Heliport,Woodland Park,US-CO,,CD79,38.98529815673828,-104.91699981689452,CD79
CD80,Phippsburg Heliport,Oak Creek,US-CO,,CD80,40.23329925537109,-106.9010009765625,CD80
CD81,Owl Ridge Heliport,Walden,US-CO,,CD81,40.45000076293945,-106.20099639892578,CD81
CD82,Val Air Airport,Durango,US-CO,,CD82,37.337799072265625,-107.85199737548828,CD82
CD97,Montemadeira Ii Airport,Hotchkiss,US-CO,,CD97,38.80559921264648,-107.77400207519533,CD97
CD99,Lucky L Ranch Airport,Steamboat Springs,US-CO,,CD99,40.35829925537109,-106.83000183105467,CD99
CDD,Scotts Seaplane Base,Crane Lake,US-MN,,CDD,48.2666015625,-92.483497619629,CDD
CDE,Cape Decision C. G. Heliport,Cape Decision,US-AK,,CDE,56.001921,-134.135728,CDE
CGA,Craig Seaplane Base,Craig,US-AK,CGA,CGA,55.478802,-133.147995,CGA
CHP,Circle Hot Springs Airport,Circle Hot Springs,US-AK,CHP,CHP,65.485496521,-144.610992432,CHP
CIV,Chomley Seaplane Base,Chomley,US-AK,CIV,,55.217,-132.21,CIV
CJJ,Ellen Church Field,Cresco,US-IA,,CJJ,43.3652992249,-92.133102417,CJJ
CJX,Crooked Creek Airport,Crooked Creek,US-AK,CKD,CJX,61.870315,-158.137636,CKD
CKR,Crane Island Airstrip,Crane Island,US-WA,CKR,,48.5978,-122.9979,CKR
CKU,Cordova Municipal Airport,Cordova,US-AK,CKU,CKU,60.5438995361,-145.727005005,CKU
CKX,Chicken Airport,Chicken,US-AK,CKX,CKX,64.066495,-141.951342,CKX
CL00,USC University Hospital Heliport,Los Angeles,US-CA,,CL00,34.061623,-118.201585,CL00
CL01,Eagle Field,Dos Palos,US-CA,,CL01,36.899899,-120.667999,CL01
CL02,Kilroy Airport Center Heliport,El Segundo,US-CA,,CL02,33.929875,-118.384799,CL02
CL03,Airport Towers Number 1 Heliport,El Segundo,US-CA,,CL03,33.916916,-118.395211,CL03
CL04,Sky Way Estates Airport,Elk Grove,US-CA,,CL04,38.41070175170898,-121.23500061035156,CL04
CL06,Glendale Adventist Medical Center Heliport,Glendale,US-CA,,CL06,34.151708,-118.230561,CL06
CL07,Queen Mary Heliport,Long Beach,US-CA,,CL07,33.749094,-118.19014,CL07
CL08,Biltmore Hotel Heliport,Los Angeles,US-CA,,CL08,34.049326,-118.253676,CL08
CL10,Anacapa View Estates Heliport,Malibu,US-CA,,CL10,34.04169845581055,-118.85299682617188,CL10
CL11,Ferdun Ranch Airport,Lodi,US-CA,,CL11,38.13460159301758,-121.22000122070312,CL11
CL12,Saint Vincent Medical Center Heliport,Los Angeles,US-CA,,CL12,34.063769,-118.272503,CL12
CL13,Brian Ranch Airport,Palmdale,US-CA,,CL13,34.51530075073242,-117.76200103759766,CL13
CL14,Huntington Memorial Hospital Heliport,Pasadena,US-CA,,CL14,34.134335,-118.152124,CL14
CL15,SCE Ridgecrest Service Center Heliport,Ridgecrest,US-CA,,CL15,35.614653,-117.668257,CL15
CL16,Turner Field/Amphibious Base Heliport,Coronado,US-CA,,CL16,32.6784498367,-117.155585289,CL16
CL17,Barstow Community Hospital Heliport,Barstow,US-CA,,CL17,34.894051,-117.018276,CL17
CL19,Bank of America Glendale Heliport,Glendale,US-CA,,CL19,34.155373,-118.257008,CL19
CL21,Sutter Amador Hospital Heliport,Jackson,US-CA,,CL21,38.34999847412109,-120.76300048828124,CL21
CL22,Sheriff's Station Heliport,Valencia,US-CA,,CL22,34.41573,-118.551377,CL22
CL23,Jones/Ag-Viation Airport,Biggs,US-CA,,CL23,39.459598541259766,-121.6959991455078,CL23
CL24,Kindsvater Ranch Airport,Clovis,US-CA,,CL24,36.84989929199219,-119.51000213623048,CL24
CL25,7R Ranch Airport,New Cuyama,US-CA,,CL25,34.935552,-119.451901,CL25
CL26,Great Western Helistop,Chatsworth,US-CA,,CL26,34.238652,-118.565936,CL26
CL27,Wells Fargo-El Monte Heliport,El Monte,US-CA,,CL27,34.07021,-118.071873,CL27
CL28,Morongo Basin CHP Heliport,Joshua Tree,US-CA,,CL28,34.134168,-116.273929,CL28
CL29,Camino Airstrip,Goffs,US-CA,,CL29,34.834999084472656,-114.95700073242188,CL29
CL31,Caltrans District 7 Heliport,Los Angeles,US-CA,,CL31,34.05149841308594,-118.24299621582033,CL31
CL32,Garland Center Heliport,Los Angeles,US-CA,,CL32,34.050972,-118.265542,CL32
CL33,Pauma Valley Air Park,Pauma Valley,US-CA,,CL33,33.31060028076172,-116.9980010986328,CL33
CL35,Warner Springs Gliderport Airport,Warner Springs,US-CA,,CL35,33.2845,-116.675003,CL35
CL36,Allan Ranch Flight Park Ultralightport,Windsor,US-CA,,CL36,38.569400787354,-122.80400085449,CL36
CL37,Enloe Medical Center Heliport,Chico,US-CA,,CL37,39.741952,-121.850191,CL37
CL38,Swepi Beta Platform Eureka Heliport,Huntington Beach,US-CA,,CL38,33.563899993896484,-118.11799621582033,CL38
CL39,St. Helena Fire Department Heliport,St Helena,US-CA,,CL39,38.54850006103516,-122.51100158691406,CL39
CL40,SCE Antelope Valley Service Center Heliport,Lancaster,US-CA,,CL40,34.647984,-118.145229,CL40
CL45,North Net Training Authority Heliport,Anaheim,US-CA,,CL45,33.795054,-117.881025,CL45
CL46,Quail Lake Sky Park Airport,Gorman/Lancaster,US-CA,,CL46,34.767799377441406,-118.73200225830078,CL46
CL47,Hoag Heliport,Valley Center,US-CA,,CL47,33.233993,-116.968628,CL47
CL49,International Tower Heliport,Los Angeles,US-CA,,CL49,34.046641,-118.261814,CL49
CL50,Westwood Gateway I Heliport,Los Angeles,US-CA,,CL50,34.04785,-118.444923,CL50
CL51,Santa Rosa Memorial Hospital Heliport,Santa Rosa,US-CA,,CL51,38.44380187988281,-122.70099639892578,CL51
CL52,San Joaquin General Hospital Heliport,Stockton,US-CA,,CL52,37.887832,-121.282716,CL52
CL53,Redbud Community Hospital Heliport,Clearlake,US-CA,,CL53,38.93457,-122.61933,CL53
CL54,Westside Towers Heliport,Los Angeles,US-CA,,CL54,34.033279,-118.451849,CL54
CL55,SCE Serrano Substation Heliport,Orange,US-CA,,CL55,33.828505,-117.790578,CL55
CL56,Ranchaero Airport,Chico,US-CA,,CL56,39.719601,-121.871002,CL56
CL57,Torrey Pines Corporate Helistop,San Diego,US-CA,,CL57,32.90890121459961,-117.24299621582033,CL57
CL58,SCE Southeastern Division Heliport,Santa Ana,US-CA,,CL58,33.73072,-117.847333,CL58
CL59,Camp 11 Heliport,Acton,US-CA,,CL59,34.438147,-118.287697,CL59
CL60,Memorial Hospital Heliport,Bakersfield,US-CA,,CL60,35.39132,-119.006314,CL60
CL61,Kern Medical Center Heliport,Bakersfield,US-CA,,CL61,35.382484,-118.969656,CL61
CL62,Station 125 Heliport,Calabasas,US-CA,,CL62,34.151554,-118.697763,CL62
CL63,Castaic Dam Heliport,Castaic,US-CA,,CL63,34.5172004699707,-118.5989990234375,CL63
CL64,Washington Hospital Parking Structure Heliport,Fremont,US-CA,,CL64,37.557473,-121.978139,CL64
CL65,H.B.P.D. Heliport,Huntington Beach,US-CA,,CL65,33.69499969482422,-118.0009994506836,CL65
CL66,Camp 2 Heliport,La Cañada Flintridge,US-CA,,CL66,34.197201,-118.174004,CL66
CL67,Platform Hidalgo Heliport,Lompoc,US-CA,,CL67,34.494998931884766,-120.7030029296875,CL67
CL68,Platform Harvest Heliport,Lompoc,US-CA,,CL68,34.469200134277344,-120.68199920654295,CL68
CL69,Sutter Lakeside Hospital Heliport,Lakeport,US-CA,,CL69,39.105098724365234,-122.90699768066406,CL69
CL71,Hughes/Corporate Heliport,Los Angeles,US-CA,,CL71,33.966099,-118.424004,CL71
CL72,Camp 8 Heliport,Malibu,US-CA,,CL72,34.0620002746582,-118.64700317382812,CL72
CL74,Skyotee Ranch Airport,Rosamond,US-CA,,CL74,34.83190155029297,-118.4010009765625,CL74
CL75,Robert D Cloud Heliport,Rosemead,US-CA,,CL75,34.052168,-118.080602,CL75
CL76,U S Naval Medical Center San Diego Heliport,San Diego,US-CA,,CL76,32.725019,-117.144291,CL76
CL77,Bonny Doon Village Airport,Santa Cruz,US-CA,,CL77,37.070499420166016,-122.1269989013672,CL77
CL78,Camp 14 Heliport,Saugus,US-CA,,CL78,34.56610107421875,-118.47699737548828,CL78
CL79,SCE Tiffany Pines Heliport,Shaver Lake,US-CA,,CL79,37.11723,-119.313374,CL79
CL80,Sherman Oaks Community Hospital Heliport,Sherman Oaks,US-CA,,CL80,34.159927,-118.449457,CL80
CL81,Camp 15 Heliport,Sunland,US-CA,,CL81,34.289398193359375,-118.28800201416016,CL81
CL82,Los Robles Regional Medical Center Heliport,Thousand Oaks,US-CA,,CL82,34.206842,-118.88311,CL82
CL83,Joe Heidrick Heliport,Woodland,US-CA,,CL83,38.66550064086914,-121.82599639892578,CL83
CL84,Ahlem Farms Airport,Hilmar,US-CA,,CL84,37.388301849365234,-120.927001953125,CL84
CL85,Sonoma Raceway Heliport Pad 1,Sonoma,US-CA,,CL85,38.158228,-122.456344,CL85
CL86,McCandless Towers Heliport,Santa Clara,US-CA,,CL86,37.385503,-121.972414,CL86
CL87,Haddicks Heliport,City of Industry,US-CA,,CL87,34.027424,-117.966734,CL87
CL91,Auberry Hydro Service Center Heliport,Auberry,US-CA,,CL91,37.06489944458008,-119.48400115966795,CL91
CL92,SCE Saddleback Service Center Heliport,Irvine,US-CA,,CL92,33.655253,-117.705844,CL92
CL93,SCE Shaver Summit Heliport,Shaver Lake,US-CA,,CL93,37.163799,-119.292,CL93
CL94,Plumas District Hospital Heliport,Quincy,US-CA,,CL94,39.9402530925,-120.962026119,CL94
CL95,County Heliport,San Bernardino,US-CA,,CL95,34.10329818725586,-117.27200317382812,CL95
CL96,Vaca Valley Hospital Heliport,Vacaville,US-CA,,CL96,38.3557014465332,-121.95099639892578,CL96
CL97,Mercy Hospital & Medical Center Heliport,San Diego,US-CA,,CL97,32.751285,-117.160628,CL97
CL99,Watsonville Community Hospital Heliport,Watsonville,US-CA,,CL99,36.93999862670898,-121.7760009765625,CL99
CLF,Tischner Air Airport,Anderson,US-AK,,2AN,64.2545,-149.19207,2AN
CN01,Mendocino Coast District Hospital Heliport,Fort Bragg,US-CA,,CN01,39.431876,-123.799621,CN01
CN02,San Francisco VA Medical Center Heliport,San Francisco,US-CA,,CN02,37.783331,-122.506389,CN02
CN06,Sonoma Raceway Heliport Pad 2,Sonoma,US-CA,,CN06,38.155081,-122.450692,CN06
CN11,Uc Davis Medical Center Life Flight Base Heliport,Sacramento,US-CA,,CN11,38.55110168457031,-121.45099639892578,CN11
CN12,Williams Gliderport,Williams,US-CA,,CN12,39.16350173950195,-122.13200378417967,CN12
CN13,Borges - Clarksburg Airport,Clarksburg,US-CA,,CN13,38.443199,-121.509003,CN13
CN14,Queen of the Valley Hospital Heliport,Napa,US-CA,,CN14,38.32386,-122.297165,CN14
CN15,Vineyard Oaks Farm Airport,Lemore,US-CA,,CN15,36.36920166015625,-119.78600311279295,CN15
CN16,Mercy Hospital of Folsom Heliport,Folsom,US-CA,,CN16,38.670861,-121.142839,CN16
CN17,Rady Childrens Hospital Helipad,San Diego,US-CA,,CN17,32.798675,-117.151868,CN17
CN18,San Bernardino Community Hospital Heliport,San Bernardino,US-CA,,CN18,34.130694,-117.321667,CN18
CN19,Las Serpientes Airport,Knightsen,US-CA,,CN19,37.933101654052734,-121.61299896240234,CN19
CN20,Ferndale Resort Seaplane Base,Kelseyville,US-CA,,CN20,39.00299835205078,-122.7969970703125,CN20
CN23,Harvard Airport,Yermo,US-CA,,CN23,34.961700439453125,-116.6750030517578,CN23
CN25,The Westin Bonaventure Hotel Heliport,Los Angeles,US-CA,,CN25,34.052762,-118.255854,CN25
CN26,Rodgers Flat Heliport,Oroville,US-CA,,CN26,39.96206,-121.277534,CN26
CN27,Hughes/Canoga Park Heliport,Canoga Park,US-CA,,CN27,34.221479,-118.627091,CN27
CN28,Big Creek Helistop,Big Creek,US-CA,,CN28,37.20089,-119.25289,CN28
CN29,J-B Airport,Farmington,US-CA,,CN29,37.93519973754883,-121.01499938964844,CN29
CN30,Oceanside Fire Department Heliport,Oceanside,US-CA,,CN30,33.211584,-117.3541661,CN30
CN33,Airport Imperial Bldg Helistop,El Segundo,US-CA,,CN33,33.9303016663,-118.397003174,CN33
CN37,Kelso Valley Airport,Mojave,US-CA,,CN37,35.38130188,-118.2310028,CN37
CN38,Flying B Ranch Airport,Franklin,US-CA,,CN38,38.34130096435547,-121.43699645996094,CN38
CN39,Operating Engineers Pension Trust Building Heliport,Los Angeles,US-CA,,CN39,34.06217,-118.288073,CN39
CN40,Roosevelt Ranch Heliport,Woodland,US-CA,,CN40,38.812506,-121.81185,CN40
CN42,Double Creek Ranch Airport,Manton,US-CA,,CN42,40.445702,-121.882004,CN42
CN43,Boeing Anaheim B/250 Heliport,Anaheim,US-CA,,CN43,33.85969924926758,-117.8499984741211,CN43
CN44,Flying Bull Airport,Modesto,US-CA,,CN44,37.620231,-121.165331,CN44
CN45,Bear Valley Hospital Heliport,Big Bear Lake,US-CA,,CN45,34.246700286865234,-116.88800048828124,CN45
CN46,The McConnell Foundation Heliport,Redding,US-CA,,CN46,40.59820175170898,-122.33200073242188,CN46
CN47,Pacoima Dam Heliport,Sylmar,US-CA,,CN47,34.334004,-118.397252,CN47
CN48,St Joseph's Medical Center Heliport,Stockton,US-CA,,CN48,37.970197,-121.28786,CN48
CN49,Sutter Roseville Medical Center Heliport,Roseville,US-CA,,CN49,38.766623,-121.248044,CN49
CN50,Rady Children's Hospital Cul-de-sac Heliport,San Diego,US-CA,,CN50,32.795978,-117.150761,CN50
CN51,Community Regional Medical Center Heliport,Fresno,US-CA,,CN51,36.743698,-119.785004,CN51
CN52,Oroville Hospital Heliport,Oroville,US-CA,,CN52,39.50743,-121.541572,CN52
CN53,Kings County Houston Ave. Heliport,Hanford,US-CA,,CN53,36.299861,-119.594861,CN53
CN55,Mercy Hospital Southwest Heliport,Bakersfield,US-CA,,CN55,35.350161,-119.112266,CN55
CN57,PG&E HTA-Madera Heliport,Madera,US-CA,,CN57,36.856591,-119.918726,CN57
CN62,CS Ranch Heliport,Colusa,US-CA,,CN62,39.241597,-121.909516,CN62
CN70,CalEnergy Salton Sea Heliport,Calipatria,US-CA,,CN70,33.152269,-115.635525,CN70
CN86,River Highlands Ranch Airport,Grass Valley,US-CA,,CN86,39.182051,-121.281526,CN86
CN88,Kaiser Permanente Vacaville Heliport,Vacaville,US-CA,,CN88,38.3887,-121.9405,CN88
CN90,API Gateway Heliport,Calexico,US-CA,,CN90,32.675883,-115.372028,CN90
CN93,Sierra Vista Regional Medical Center Heliport,San Luis Obispo,US-CA,,CN93,35.293729,-120.665988,CN93
CN95,Heritage Field Airport,Stockton,US-CA,,CN95,37.9933056,-121.4922903,CN95
CN98,Walters Camp Airport,Palo Verde,US-CA,,CN98,33.245556,-114.710278,CN98
CN99,Del Mar Farms Airport,Patterson,US-CA,,CN99,37.5464444,-121.1585778,CN99
CO00,Flagler Aerial Spraying Inc Airport,Flagler,US-CO,,CO00,39.27999877929688,-103.06700134277344,CO00
CO01,General Mail Facility Heliport,Denver,US-CO,,CO01,39.792621,-104.899104,CO01
CO02,Harrington Ranch Airport,Bennet,US-CO,,CO02,39.62969970703125,-104.5189971923828,CO02
CO03,Aspen Gliderport,Aspen,US-CO,,CO03,39.2599983215332,-106.91200256347656,CO03
CO05,Aurora Presbyterian Hospital Heliport,Aurora,US-CO,,CO05,39.72639846801758,-104.8270034790039,CO05
CO06,Wirth Field,New Raymer,US-CO,,CO06,40.51359939575195,-103.91200256347656,CO06
CO07,Athanasiou Valley Airport,Blackhawk,US-CO,,CO07,39.85419845581055,-105.47100067138672,CO07
CO10,Lemons Private Strip,Boulder,US-CO,,CO10,39.99470138549805,-105.2239990234375,CO10
CO11,Granite Mountain Lodge Airport,Salida,US-CO,,CO11,38.41609954833984,-106.05799865722656,CO11
CO12,Brighton Van-Aire Estates Airport,Brighton,US-CO,,CO12,39.98352,-104.70464,CO12
CO15,Kelly Air Park,Elbert,US-CO,,CO15,39.2247009277,-104.63999939,CO15
