airport,lat,lon,year,month,temp_mean,temp_min,temp_max,precip_sum,windspeed_max
ICT,37.649899,-97.433098,2018,11,4.412903225806452,-14.1,17.0,35.9,51.4
GSP,34.895699,-82.218903,2014,11,8.103225806451611,-5.3,23.3,106.5,27.8
IND,39.7173,-86.294403,2023,5,17.44375,3.7,31.2,51.099999999999994,32.0
PDX,45.588699,-122.598,2019,8,20.928125,12.4,34.6,33.3,24.5
RNO,39.4991,-119.767998,2022,8,25.703125000000004,15.5,36.3,13.899999999999999,22.4
GSO,36.097801,-79.937302,2022,4,15.377419354838713,1.9,30.0,78.49999999999999,29.6
DSM,41.534,-93.663101,2014,8,23.1375,12.6,32.8,101.19999999999999,33.8
MSY,29.993401,-90.258003,2023,5,25.13125,15.5,33.3,80.80000000000001,23.4
TYS,35.811001,-83.994003,2019,2,8.565517241379311,-3.9,23.9,243.1,30.3
TUS,32.115004,-110.938053,2019,10,21.790625,7.7,34.4,0.0,37.4
CWA,44.777448,-89.670238,2020,9,14.451612903225804,4.0,25.5,66.69999999999999,32.2
SDF,38.1744,-85.736,2023,3,8.26875,-5.4,25.4,184.2,48.1
LEX,38.036499,-84.605904,2021,6,22.670967741935485,11.1,33.6,179.89999999999998,23.5
ECP,30.357106,-85.795414,2017,1,14.940625,-3.5,24.3,216.7,38.7
ATW,44.258099,-88.519096,2017,4,8.803225806451612,-2.2,21.8,147.99999999999997,35.8
MEM,35.0424,-89.9767,2021,5,19.934375,8.3,30.2,126.4,33.9
ABE,40.651773,-75.442797,2020,2,2.3666666666666667,-10.0,14.4,89.89999999999999,37.6
MLI,41.448502,-90.5075,2022,5,18.025,4.3,32.2,181.60000000000002,31.3
SNA,33.675701,-117.867996,2017,2,13.341379310344829,4.3,22.9,66.19999999999999,40.6
JAX,30.492469,-81.687813,2019,5,25.3125,15.0,37.7,51.300000000000004,23.3
LYH,37.326698,-79.200401,2018,3,5.20625,-4.5,24.4,70.3,32.9
RDU,35.877602,-78.787498,2013,8,24.028125000000003,16.2,33.5,106.30000000000001,16.0
GPT,30.407301,-89.070099,2015,2,10.16551724137931,0.9,21.2,51.6,26.2
SJC,37.362452,-121.929188,2013,9,19.580645161290324,10.2,34.7,8.9,26.6
FAT,36.776199,-119.718002,2020,2,10.766666666666667,-2.2,27.5,1.7,24.8
ORH,42.2673,-71.875702,2014,6,19.093548387096774,8.0,32.5,62.10000000000001,22.7
CID,41.884701,-91.7108,2020,3,5.2875,-3.5,20.2,81.30000000000001,47.5
STL,38.748697,-90.370003,2021,6,24.432258064516137,13.3,38.5,173.3,28.9
GJT,39.126663,-108.529387,2023,1,-1.60625,-14.9,10.1,63.599999999999994,19.5
PHF,37.131901,-76.492996,2020,3,12.33125,-3.6,28.3,100.1,31.1
CIU,46.247707,-84.471379,2021,7,18.465624999999996,8.1,29.8,152.8,27.6
SMF,38.6954,-121.591003,2023,4,14.541935483870967,2.1,32.3,8.299999999999999,29.1
CLE,41.411701,-81.8498,2021,12,4.5218750000000005,-4.7,17.6,98.8,45.5
FAI,64.815102,-147.856003,2019,2,-12.744827586206895,-29.6,-0.7,17.0,27.8
RDU,35.877602,-78.787498,2014,6,24.92903225806451,13.2,34.6,65.10000000000001,17.4
MYR,33.679699,-78.928299,2020,7,27.15625,21.7,33.4,118.30000000000001,24.4
PWM,43.646198,-70.309303,2015,5,13.575,3.3,25.1,51.0,25.8
MLI,41.448502,-90.5075,2020,5,15.431249999999999,0.8,29.5,117.0,34.5
BUF,42.940498,-78.732201,2015,9,19.1,8.2,29.9,87.99999999999999,27.6
PIT,40.491501,-80.232903,2021,8,23.171875,13.1,32.9,183.39999999999998,23.3
SBN,41.708698,-86.317299,2013,8,21.559375,9.1,32.0,52.5,21.4
CLE,41.411701,-81.8498,2019,5,15.271875,6.3,28.7,136.9,38.9
ELP,31.807199,-106.377998,2018,3,15.625,-1.6,29.1,5.2,44.9
LAX,33.942501,-118.407997,2017,9,20.96451612903226,13.8,35.7,4.8999999999999995,37.4
PBI,26.683201,-80.095596,2022,7,27.959375,23.1,32.7,136.5,24.3
MDT,40.193501,-76.763397,2020,11,9.506451612903225,-1.3,23.4,77.0,33.8
PDX,45.588699,-122.598,2021,8,21.29375,9.5,40.7,9.9,22.6
HHH,32.2244,-80.697502,2020,4,19.674193548387098,9.9,30.9,139.0,50.1
AEX,31.3274,-92.549797,2018,11,12.774193548387093,-0.9,26.0,150.2,28.3
SAV,32.127602,-81.202103,2022,8,25.809375,19.4,35.1,215.6,16.0
IDA,43.514599,-112.070999,2013,12,-5.971875000000001,-17.4,8.7,11.2,40.6
MDT,40.193501,-76.763397,2021,12,5.671875,-3.9,17.4,44.1,31.2
SGU,37.036389,-113.510306,2014,12,6.265625,-4.4,17.6,24.799999999999997,20.2
TLH,30.3965,-84.350304,2020,10,22.54375,10.1,31.0,70.0,26.5
BOS,42.36197,-71.0079,2014,6,18.71935483870968,10.2,29.0,65.0,24.2
BUR,34.197703,-118.356378,2015,8,25.862499999999997,15.5,38.7,0.0,18.7
LAS,36.083361,-115.151817,2018,5,25.512500000000003,10.6,39.5,17.4,39.1
VPS,30.4832,-86.525398,2016,12,15.365624999999998,2.7,23.4,172.4,27.8
JAX,30.492469,-81.687813,2022,7,27.246875,22.2,35.2,202.3,21.3
TPA,27.9755,-82.533203,2015,9,26.37096774193548,22.2,31.3,149.89999999999998,19.9
SHV,32.446602,-93.8256,2022,7,30.734375,23.5,40.4,51.0,23.0
ATL,33.6367,-84.428101,2018,11,9.261290322580642,-4.1,22.1,197.70000000000002,32.5
VPS,30.4832,-86.525398,2022,10,19.825000000000003,3.9,29.3,33.0,29.3
BUR,34.197703,-118.356378,2017,11,18.187096774193545,9.1,33.3,2.3000000000000003,27.4
MSY,29.993401,-90.258003,2017,12,12.74375,-1.8,25.7,173.39999999999998,32.9
FSD,43.585463,-96.741152,2015,12,-3.1062499999999997,-20.2,11.1,47.300000000000004,40.1
BGR,44.8074,-68.828102,2020,11,4.935483870967743,-6.8,20.5,167.5,34.6
ONT,34.056,-117.600998,2021,4,17.519354838709674,8.0,36.1,8.1,25.8
OMA,41.3032,-95.894096,2020,1,-2.9781250000000004,-21.2,9.9,42.400000000000006,41.0
FLG,35.1385,-111.670998,2016,9,16.148387096774197,5.5,27.6,103.50000000000001,31.7
CLE,41.411701,-81.8498,2019,8,21.903125,12.9,31.7,118.9,26.6
TYS,35.811001,-83.994003,2019,9,26.096774193548388,13.7,36.1,7.000000000000001,20.1
AGS,33.3699,-81.9645,2019,11,11.474193548387099,-1.5,24.1,87.39999999999999,28.9
MCI,39.2976,-94.713898,2015,5,17.796875,7.5,26.9,165.2,32.4
OMA,41.3032,-95.894096,2021,5,16.634375,3.8,30.1,139.3,49.6
MKE,42.947201,-87.896599,2019,4,6.525806451612905,-3.8,18.8,145.7,40.0
FWA,40.9785,-85.195099,2021,10,14.875,0.8,27.2,203.0,30.1
BFL,35.433601,-119.056999,2020,8,32.253125,19.6,45.0,0.0,21.7
DCA,38.8521,-77.037697,2018,12,4.953125,-4.5,18.0,152.89999999999998,28.3
HNL,21.32062,-157.924228,2014,7,25.9125,23.9,28.4,63.0,27.8
BWI,39.1754,-76.668297,2022,7,25.259375000000002,16.5,34.1,302.6,24.0
DAB,29.179899,-81.058098,2022,2,17.29655172413793,5.0,28.9,39.699999999999996,26.8
DCA,38.8521,-77.037697,2020,4,11.687096774193549,1.1,24.8,163.20000000000002,38.0
VPS,30.4832,-86.525398,2021,1,11.590625,-0.8,23.1,103.5,37.1
ORF,36.895341,-76.201,2022,6,24.080645161290324,16.7,36.5,70.5,33.2
RNO,39.4991,-119.767998,2014,11,6.674193548387097,-5.8,20.5,25.999999999999996,23.0
MSN,43.1399,-89.337502,2018,9,18.10967741935484,4.6,30.7,177.3,31.6
GSO,36.097801,-79.937302,2014,4,14.241935483870968,-0.5,26.8,136.50000000000003,26.2
BWI,39.1754,-76.668297,2022,12,2.928125,-14.3,16.3,144.3,40.7
LAS,36.083361,-115.151817,2014,4,19.948387096774194,3.9,33.1,2.0,30.7
EYW,24.556101,-81.759598,2022,9,28.383870967741935,24.9,31.1,250.4,93.7
STL,38.748697,-90.370003,2015,2,-3.4758620689655175,-19.1,17.1,58.3,28.6
EYW,24.556101,-81.759598,2020,8,29.125,25.9,31.1,52.5,60.6
ABE,40.651773,-75.442797,2021,8,23.865625,13.1,35.9,256.1,30.6
BMI,40.4771,-88.915901,2020,10,10.975,-1.3,26.2,44.0,37.3
ICT,37.649899,-97.433098,2018,3,9.615625000000001,-4.9,24.4,43.400000000000006,54.4
BNA,36.1245,-86.6782,2021,1,4.428125,-5.8,21.3,49.2,38.2
GSP,34.895699,-82.218903,2016,9,24.89677419354838,12.3,34.6,32.9,25.2
MTJ,38.5098,-107.893997,2014,12,-2.846875,-22.4,11.5,34.7,12.1
RST,43.908298,-92.5,2022,12,-7.98125,-26.9,7.0,59.0,37.2
TRI,36.475201,-82.407401,2017,8,22.16875,13.0,31.2,80.50000000000001,20.1
SJU,18.4394,-66.001801,2023,7,28.418750000000003,24.4,31.4,105.3,34.5
PBI,26.683201,-80.095596,2016,3,22.709375,15.8,30.2,104.4,28.0
ABE,40.651773,-75.442797,2021,9,19.261290322580646,6.4,29.7,202.00000000000003,30.6
PDX,45.588699,-122.598,2014,10,14.565625,6.7,27.3,156.0,34.8
IND,39.7173,-86.294403,2018,3,3.18125,-6.0,14.0,122.20000000000002,38.7
PVD,41.725038,-71.425668,2018,10,12.271875,-0.4,26.5,116.8,38.7
CMH,39.998001,-82.891899,2014,7,21.3125,11.6,30.2,82.4,34.3
STL,38.748697,-90.370003,2021,10,16.3125,4.0,29.4,172.89999999999998,33.4
BTR,30.533199,-91.149597,2019,4,18.961290322580645,5.1,29.0,201.50000000000003,49.0
BTR,30.533199,-91.149597,2020,5,23.15625,12.3,31.4,134.8,32.1
ABE,40.651773,-75.442797,2022,6,20.89677419354839,10.5,32.0,107.39999999999999,29.8
MCI,39.2976,-94.713898,2020,9,19.080645161290324,7.8,32.6,124.0,30.8
EYW,24.556101,-81.759598,2020,7,28.809375,25.6,31.1,141.5,40.7
SRQ,27.394631,-82.554359,2022,4,23.016129032258064,11.6,32.2,161.5,35.0
MFE,26.176141,-98.237965,2017,10,24.00625,8.2,34.7,96.89999999999999,39.4
SAV,32.127602,-81.202103,2017,6,24.996774193548386,16.5,34.8,246.29999999999998,20.1
DAY,39.902401,-84.219398,2021,7,23.128125,13.6,31.8,146.10000000000002,27.5
CMH,39.998001,-82.891899,2023,3,5.2375,-7.4,22.4,165.0,43.3
JFK,40.639447,-73.779317,2016,6,21.709677419354836,12.4,31.1,50.6,31.7
COS,38.805801,-104.700996,2022,4,9.016129032258062,-6.8,27.1,9.2,39.2
SAT,29.533701,-98.469803,2019,6,27.312903225806455,18.3,38.9,128.9,28.5
SJC,37.362452,-121.929188,2018,6,19.470967741935485,9.4,36.8,0.30000000000000004,28.8
MLI,41.448502,-90.5075,2018,4,6.322580645161291,-8.0,24.8,45.800000000000004,30.6
PHL,39.871899,-75.241096,2015,3,2.79375,-16.7,17.0,123.69999999999999,30.1
PIB,31.4671,-89.337097,2020,2,12.096666666666668,-1.3,24.2,159.8,26.8
CMH,39.998001,-82.891899,2020,10,12.459375,0.4,24.3,115.7,33.2
ABQ,35.039976,-106.608925,2020,8,27.94375,17.8,37.0,0.0,50.3
CIU,46.247707,-84.471379,2022,5,11.181249999999999,-1.8,28.0,145.8,31.1
CHA,35.035301,-85.203796,2016,9,25.73225806451613,11.7,35.1,18.9,16.5
PHL,39.871899,-75.241096,2022,9,20.477419354838712,8.7,31.1,135.3,29.6
BWI,39.1754,-76.668297,2018,1,0.21562499999999984,-15.6,18.0,71.0,36.2
RIC,37.505199,-77.319702,2019,2,6.189655172413793,-6.5,21.1,124.60000000000001,28.2
OKC,35.393388,-97.598248,2018,9,22.638709677419357,9.1,33.1,196.2,35.5
MIA,25.7932,-80.290604,2022,4,24.087096774193547,11.3,32.4,124.60000000000001,29.9
BNA,36.1245,-86.6782,2014,2,3.172413793103448,-8.6,21.7,125.39999999999999,31.2
ATW,44.258099,-88.519096,2020,3,1.6843750000000002,-8.7,12.6,92.6,34.5
LSE,43.879002,-91.256699,2018,10,8.721875,-0.4,25.8,140.3,37.2
LGA,40.777199,-73.872597,2021,1,0.353125,-9.2,10.5,85.9,45.9
OAJ,34.829201,-77.612099,2015,5,20.809375000000003,8.4,30.0,96.80000000000001,30.1
CDV,60.491798,-145.477997,2020,7,14.19375,8.6,24.4,124.79999999999998,27.5
LIH,21.976,-159.339005,2021,7,24.459375,21.0,27.4,215.60000000000002,30.0
DCA,38.8521,-77.037697,2021,11,7.75483870967742,-2.1,21.8,32.1,29.4
GEG,47.6199,-117.533997,2019,11,0.5967741935483873,-8.4,10.3,14.199999999999998,35.4
MSY,29.993401,-90.258003,2018,11,15.574193548387093,4.0,26.7,188.2,34.5
ITO,19.721399,-155.048004,2020,7,24.4,20.6,30.4,161.3,27.2
IAG,43.1073,-78.946198,2019,5,13.25,3.2,28.1,109.80000000000001,31.3
DFW,32.896801,-97.038002,2014,8,29.809375000000003,20.5,38.8,4.8,26.6
RDU,35.877602,-78.787498,2019,3,8.965625,-4.6,23.1,88.89999999999999,29.2
MLU,32.510899,-92.037697,2018,8,28.528125,19.3,36.5,59.2,22.5
SJU,18.4394,-66.001801,2014,12,24.7125,21.2,29.3,57.7,24.5
MSP,44.880081,-93.221741,2014,5,14.440625,1.3,28.0,145.0,26.5
LAX,33.942501,-118.407997,2023,6,17.096774193548388,12.7,22.3,3.2,31.3
GRK,31.0672,-97.828903,2021,5,21.6625,12.7,32.0,295.79999999999995,34.2
BMI,40.4771,-88.915901,2014,1,-7.346875,-28.0,9.2,64.80000000000001,40.0
BDL,41.93851,-72.688066,2021,12,3.1187500000000004,-6.7,16.2,70.30000000000001,26.4
MHT,42.932598,-71.435699,2022,8,23.675,13.8,37.0,58.0,22.7
MHT,42.932598,-71.435699,2015,3,-2.290625,-17.0,11.2,44.7,34.7
MOB,30.6912,-88.242798,2022,4,19.429032258064517,5.3,28.3,119.3,32.1
SRQ,27.394631,-82.554359,2023,6,26.783870967741937,21.0,32.5,128.0,30.0
GFK,47.949299,-97.176102,2015,5,12.240625000000001,-0.7,27.9,145.3,39.0
IMT,45.81911,-88.114557,2016,6,17.509677419354837,5.6,29.4,107.5,25.1
MKE,42.947201,-87.896599,2016,9,19.396774193548385,10.7,27.7,88.19999999999999,33.8
BWI,39.1754,-76.668297,2021,11,7.529032258064515,-1.7,21.5,25.900000000000002,34.6
ELP,31.807199,-106.377998,2018,5,26.284375,11.4,37.6,1.7000000000000002,49.7
ORF,36.895341,-76.201,2017,7,26.715625,18.2,36.2,115.5,38.5
MSY,29.993401,-90.258003,2019,9,27.954838709677414,21.8,34.5,48.0,23.7
SDF,38.1744,-85.736,2013,12,2.1812500000000004,-11.6,20.6,113.9,36.1
GSP,34.895699,-82.218903,2017,7,26.703125,18.1,36.7,92.0,28.9
EWR,40.692501,-74.168701,2016,7,25.4125,15.9,35.3,151.5,19.4
PDX,45.588699,-122.598,2016,8,21.203125,11.5,37.5,4.3,17.2
PWM,43.646198,-70.309303,2022,7,22.68125,14.2,31.5,45.900000000000006,27.4
ITO,19.721399,-155.048004,2019,4,22.43548387096774,18.9,26.8,368.8,20.6
OKC,35.393388,-97.598248,2015,11,10.945161290322583,-1.4,22.4,113.8,35.6
ORF,36.895341,-76.201,2022,9,23.119354838709672,15.8,34.0,103.10000000000001,58.2
SEA,47.447943,-122.310276,2021,5,11.984375,4.6,24.9,61.099999999999994,33.0
MCI,39.2976,-94.713898,2020,4,11.03225806451613,-3.4,27.7,97.8,37.8
DLH,46.842098,-92.193604,2017,11,-2.9419354838709677,-19.8,7.6,35.400000000000006,37.8
MEM,35.0424,-89.9767,2023,2,10.417241379310344,-4.2,23.5,125.60000000000001,38.1
SJU,18.4394,-66.001801,2016,3,25.228125,21.3,31.2,48.29999999999999,30.7
EWR,40.692501,-74.168701,2016,3,8.215625,-3.7,24.7,36.5,32.8
MSN,43.1399,-89.337502,2017,9,18.59677419354839,9.0,31.4,14.099999999999998,27.0
DFW,32.896801,-97.038002,2023,7,31.359375,22.2,41.9,92.39999999999999,27.7
MHT,42.932598,-71.435699,2014,2,-5.4,-19.9,8.3,104.10000000000001,31.7
DSM,41.534,-93.663101,2015,2,-8.417241379310344,-28.9,4.5,34.2,39.4
SHV,32.446602,-93.8256,2019,10,18.84375,2.1,34.8,146.6,29.5
VPS,30.4832,-86.525398,2021,12,17.41875,3.0,24.4,128.8,31.7
ANC,61.179004,-149.992561,2013,9,8.638709677419355,0.0,15.7,143.8,23.8
BUR,34.197703,-118.356378,2019,2,9.389655172413793,0.5,18.8,146.6,36.0
MLU,32.510899,-92.037697,2018,6,28.719354838709684,18.8,39.2,66.89999999999999,23.8
SRQ,27.394631,-82.554359,2018,8,27.36875,23.1,33.3,126.6,20.9
BQN,18.4949,-67.129402,2018,11,25.77741935483871,24.0,28.1,47.20000000000001,42.2
LAS,36.083361,-115.151817,2017,3,18.284374999999997,3.5,32.5,3.9,58.3
AVL,35.436199,-82.541801,2022,8,21.809375,13.6,29.8,77.2,18.1
EWR,40.692501,-74.168701,2022,6,21.512903225806454,12.5,36.1,64.89999999999999,31.2
ECP,30.357106,-85.795414,2018,10,22.825000000000003,11.2,31.3,311.20000000000005,89.5
RNO,39.4991,-119.767998,2023,3,0.975,-15.0,11.8,130.2,25.8
PBI,26.683201,-80.095596,2019,12,21.799999999999997,10.1,28.9,135.5,37.1
PIT,40.491501,-80.232903,2020,3,7.28125,-6.1,22.8,136.1,34.4
ADK,51.883564,-176.642783,2022,8,10.618749999999999,6.5,14.7,111.5,42.1
STL,38.748697,-90.370003,2014,2,-3.1448275862068966,-21.2,19.2,48.300000000000004,42.6
SAT,29.533701,-98.469803,2020,10,21.8375,4.7,36.0,34.199999999999996,31.1
PIE,27.9102,-82.687401,2019,11,19.770967741935483,11.3,28.4,31.7,32.4
MSY,29.993401,-90.258003,2019,12,14.2125,4.2,24.7,128.3,34.8
LFT,30.205299,-91.987602,2018,6,27.525806451612905,20.5,35.8,101.30000000000001,24.6
MDT,40.193501,-76.763397,2019,9,21.258064516129032,10.2,33.3,28.000000000000007,19.7
DTW,42.21377,-83.353786,2016,3,5.096875,-8.4,18.9,111.79999999999998,38.7
PHL,39.871899,-75.241096,2022,3,7.703125,-6.0,23.8,96.80000000000001,37.7
HNL,21.32062,-157.924228,2023,2,22.934482758620685,18.9,27.2,93.39999999999998,40.4
SAT,29.533701,-98.469803,2021,6,26.7258064516129,18.3,35.1,125.60000000000001,26.7
PIT,40.491501,-80.232903,2019,2,0.6517241379310345,-12.8,16.3,141.7,39.0
PHX,33.435302,-112.005905,2020,12,12.215625,2.7,26.8,14.0,26.5
DFW,32.896801,-97.038002,2018,9,24.4258064516129,14.3,34.0,423.59999999999997,33.2
BZN,45.7775,-111.153,2014,5,10.64375,-3.4,26.7,30.7,22.7
OMA,41.3032,-95.894096,2021,12,1.8437499999999998,-15.7,20.9,17.3,45.8
MSY,29.993401,-90.258003,2022,6,28.322580645161295,22.3,36.1,145.2,22.4
CMH,39.998001,-82.891899,2021,7,23.1625,13.6,31.6,150.0,25.1
BUR,34.197703,-118.356378,2017,3,16.971874999999997,5.8,31.6,13.4,34.5
CWA,44.777448,-89.670238,2013,12,-11.575,-30.5,3.8,39.5,30.7
CHA,35.035301,-85.203796,2020,2,7.630000000000001,-5.6,20.2,221.9,27.0
BGR,44.8074,-68.828102,2016,9,16.838709677419356,6.1,29.9,41.4,22.7
GJT,39.126663,-108.529387,2019,5,13.596875,1.7,29.6,54.5,27.7
SGF,37.245701,-93.388603,2021,1,1.478125,-8.8,10.7,110.9,34.2
ELP,31.807199,-106.377998,2013,10,18.36875,4.7,31.1,0.6000000000000001,37.0
LGB,33.816523,-118.149891,2013,12,12.84375,2.2,25.9,4.6,30.6
TLH,30.3965,-84.350304,2015,3,18.4375,5.5,28.9,34.8,20.1
DFW,32.896801,-97.038002,2015,4,18.993548387096773,9.8,29.4,180.6,30.3
BUR,34.197703,-118.356378,2014,2,14.331034482758621,1.9,30.7,93.7,31.0
VPS,30.4832,-86.525398,2022,4,19.612903225806452,7.3,26.6,103.50000000000003,34.7
ABQ,35.039976,-106.608925,2018,5,22.01875,4.6,33.1,1.5000000000000002,52.1
SRQ,27.394631,-82.554359,2022,3,21.753124999999997,5.3,31.0,100.69999999999999,44.3
OMA,41.3032,-95.894096,2018,7,24.915625,15.2,35.5,79.2,27.9
MDW,41.785999,-87.752403,2014,12,0.37187499999999996,-13.8,9.8,34.4,30.3
BGR,44.8074,-68.828102,2015,9,18.21935483870968,6.1,31.4,177.5,27.9
PIT,40.491501,-80.232903,2017,10,13.965625,0.1,27.4,147.7,27.8
BUR,34.197703,-118.356378,2019,9,23.61612903225807,10.1,37.8,6.3,17.9
GTR,33.450298,-88.5914,2019,5,23.634375000000002,11.9,36.3,104.9,25.4
FAY,34.991199,-78.880302,2014,9,22.79032258064516,13.2,35.0,169.69999999999996,23.0
HNL,21.32062,-157.924228,2021,1,23.621875000000003,20.7,28.0,27.4,36.4
TYS,35.811001,-83.994003,2018,9,23.90322580645161,14.7,32.6,181.5,22.9
OAK,37.720085,-122.221184,2018,4,12.92258064516129,5.0,22.9,83.60000000000001,28.1
RDU,35.877602,-78.787498,2019,5,23.06875,7.5,35.2,72.39999999999999,25.1
MDW,41.785999,-87.752403,2014,9,17.56774193548387,6.5,30.3,74.19999999999999,37.7
PSP,33.8297,-116.507004,2019,7,34.434375,22.7,45.7,0.0,20.9
PIT,40.491501,-80.232903,2022,9,17.64193548387097,5.4,29.1,96.80000000000001,26.1
MSP,44.880081,-93.221741,2020,7,23.884375,13.1,34.4,85.9,26.1
DTW,42.21377,-83.353786,2016,7,24.209375,13.7,33.6,88.2,27.1
SEA,47.447943,-122.310276,2022,9,16.835483870967742,8.0,31.7,11.5,28.5
LIH,21.976,-159.339005,2016,6,23.787096774193547,21.6,26.7,57.30000000000001,22.7
MLI,41.448502,-90.5075,2018,6,24.038709677419355,13.7,34.4,132.9,29.0
LAS,36.083361,-115.151817,2022,1,9.4875,-3.3,18.8,1.0,45.6
LAS,36.083361,-115.151817,2014,8,30.18125,20.4,40.0,22.299999999999997,25.6
CMI,40.039819,-88.276249,2018,3,3.2625,-6.1,14.8,99.5,41.2
LIH,21.976,-159.339005,2022,10,24.678125,20.5,28.6,120.0,27.0
MLI,41.448502,-90.5075,2020,7,25.203125,16.1,33.7,86.2,24.4
DFW,32.896801,-97.038002,2022,1,7.353125,-7.8,23.4,42.900000000000006,43.8
IAD,38.9445,-77.455803,2023,1,5.4375,-3.6,18.0,73.3,28.5
FSD,43.585463,-96.741152,2019,1,-8.53125,-30.8,7.5,20.6,48.1
MEM,35.0424,-89.9767,2021,1,5.834375,-4.9,22.2,75.69999999999999,34.3
MCI,39.2976,-94.713898,2018,12,1.125,-9.7,12.3,88.29999999999998,39.7
BOS,42.36197,-71.0079,2014,11,5.587096774193548,-6.5,16.7,155.10000000000002,39.8
BUF,42.940498,-78.732201,2020,3,4.125,-13.3,19.9,109.6,38.6
FAI,64.815102,-147.856003,2020,7,15.565625,5.2,25.8,77.3,20.2
SAV,32.127602,-81.202103,2020,1,12.399999999999999,-0.4,27.0,75.1,29.2
ONT,34.056,-117.600998,2014,8,24.174999999999997,15.8,35.4,9.5,17.8
FLL,26.072599,-80.152702,2018,10,26.106250000000003,16.4,30.5,93.8,29.2
BOI,43.5644,-116.223,2015,1,-0.1499999999999999,-14.6,11.7,18.1,22.1
MEI,32.3326,-88.7519,2015,7,29.115625,20.3,37.2,76.4,16.5
TPA,27.9755,-82.533203,2020,5,24.690625,14.6,33.9,70.0,32.1
ORD,41.9786,-87.9048,2014,9,17.34193548387097,6.3,29.8,72.4,35.0
SDF,38.1744,-85.736,2014,6,23.819354838709682,10.7,33.0,80.1,20.5
TXK,33.453701,-93.990997,2015,8,28.715624999999996,18.2,38.8,24.200000000000003,16.9
ROA,37.3255,-79.975403,2021,9,20.31935483870968,7.6,33.2,136.9,19.5
ABQ,35.039976,-106.608925,2019,10,12.590625,-5.3,29.7,39.0,39.1
DTW,42.21377,-83.353786,2021,3,5.078125,-8.9,20.0,55.10000000000001,40.4
MKE,42.947201,-87.896599,2020,12,-0.878125,-12.1,11.1,70.30000000000001,41.0
OGG,20.896263,-156.431837,2019,10,26.496875,20.9,32.8,20.200000000000003,38.2
PVD,41.725038,-71.425668,2018,6,19.59032258064516,9.1,33.2,60.199999999999996,28.1
CHS,32.898602,-80.040497,2019,11,12.199999999999998,-0.8,24.5,95.7,35.2
GFK,47.949299,-97.176102,2022,9,16.44516129032258,3.9,29.2,38.3,31.5
OAK,37.720085,-122.221184,2018,9,16.516129032258064,11.3,26.5,0.0,24.5
DLH,46.842098,-92.193604,2014,8,17.565625,11.8,25.0,114.80000000000001,27.9
KOA,19.738783,-156.045603,2015,12,20.715625,16.7,25.0,69.69999999999999,17.0
FWA,40.9785,-85.195099,2013,8,22.075000000000003,10.2,31.5,61.39999999999999,25.3
SBA,34.426201,-119.839996,2014,2,15.351724137931035,8.0,27.0,146.9,44.1
STT,18.337091,-64.977251,2019,2,25.079310344827583,23.4,26.2,21.300000000000004,42.5
IAD,38.9445,-77.455803,2021,2,1.6206896551724135,-13.6,17.0,126.6,26.0
OGG,20.896263,-156.431837,2018,2,22.234482758620693,16.5,28.8,165.7,34.7
RNO,39.4991,-119.767998,2019,12,1.1843749999999997,-10.8,12.8,99.6,19.8
TRI,36.475201,-82.407401,2016,7,24.799999999999997,16.9,33.4,88.8,18.1
CLL,30.5886,-96.3638,2021,2,8.437931034482759,-14.9,26.9,87.60000000000002,34.7
DAY,39.902401,-84.219398,2021,2,-3.9344827586206894,-20.1,17.5,78.0,29.7
DTW,42.21377,-83.353786,2016,10,13.553125000000001,2.9,25.6,76.9,33.7
HNL,21.32062,-157.924228,2022,1,22.678125,18.4,27.2,69.0,24.0
SAV,32.127602,-81.202103,2017,4,21.380645161290325,6.9,32.2,35.099999999999994,30.7
BQK,31.258801,-81.466499,2019,10,23.371874999999996,8.7,30.9,209.8,32.2
LEX,38.036499,-84.605904,2013,10,13.859375,-1.0,26.2,102.5,34.5
ORD,41.9786,-87.9048,2019,5,13.609375,2.1,27.3,253.9,31.0
ORH,42.2673,-71.875702,2020,4,5.1967741935483875,-2.8,16.3,176.4,38.5
BPT,29.9508,-94.020699,2016,2,14.386666666666667,2.5,23.4,35.599999999999994,36.3
DFW,32.896801,-97.038002,2016,1,7.415625,-2.8,22.0,22.8,32.1
PWM,43.646198,-70.309303,2020,10,10.590625,-1.4,23.8,120.2,27.0
IND,39.7173,-86.294403,2014,8,23.365624999999998,10.7,31.6,55.3,27.8
CRW,38.3731,-81.593201,2020,10,14.625,1.5,26.2,98.6,28.8
SAF,35.6171,-106.088997,2017,9,19.093548387096778,8.1,31.2,97.19999999999997,42.0
BUR,34.197703,-118.356378,2023,3,11.109375,3.5,21.4,190.3,32.2
MHT,42.932598,-71.435699,2013,10,11.6375,-1.5,25.7,34.5,28.7
GRB,44.483459,-88.130805,2016,4,5.270967741935485,-7.1,24.6,65.89999999999999,32.5
AUS,30.197535,-97.662015,2014,8,29.971875,21.6,37.9,8.8,23.7
GFK,47.949299,-97.176102,2022,1,-16.165625,-34.7,2.0,26.000000000000004,37.1
CRW,38.3731,-81.593201,2019,8,23.55,13.3,35.0,78.10000000000001,19.0
RIC,37.505199,-77.319702,2022,6,24.306451612903224,13.5,37.0,78.69999999999999,24.1
GEG,47.6199,-117.533997,2014,6,17.551612903225806,7.1,30.8,31.7,31.7
