airport,lat,lon,year,month,temp_mean,temp_min,temp_max,precip_sum,windspeed_max
FLL,26.072599,-80.152702,2021,9,26.361290322580643,21.6,31.9,349.4,20.4
DTW,42.21377,-83.353786,2021,6,22.474193548387092,8.7,31.3,141.0,36.6
KOA,19.738783,-156.045603,2016,9,23.36774193548387,18.8,28.1,257.59999999999997,14.4
CHS,32.898602,-80.040497,2015,11,16.93548387096774,3.1,27.4,108.60000000000001,21.9
RDM,44.254101,-121.150002,2016,6,17.877419354838707,4.2,34.3,17.2,23.9
FLL,26.072599,-80.152702,2018,3,20.6625,8.7,30.9,42.3,32.7
AEX,31.3274,-92.549797,2022,1,8.971874999999999,-4.9,26.9,65.1,33.5
CHA,35.035301,-85.203796,2019,7,26.506249999999998,17.0,35.5,110.89999999999999,20.8
ORF,36.895341,-76.201,2014,5,20.25,11.8,30.9,64.5,27.8
ABE,40.651773,-75.442797,2022,4,9.341935483870966,-1.9,25.6,183.49999999999997,34.3
SFO,37.619806,-122.374821,2022,7,15.09375,11.4,23.1,1.2000000000000002,33.9
SJC,37.362452,-121.929188,2023,4,12.854838709677422,1.7,32.0,7.300000000000001,30.7
GEG,47.6199,-117.533997,2021,6,21.890322580645158,6.9,42.2,15.3,37.7
KOA,19.738783,-156.045603,2022,6,23.951612903225804,20.1,28.2,418.09999999999997,17.1
CLL,30.5886,-96.3638,2020,1,12.975,1.3,24.9,115.8,38.8
TUS,32.115004,-110.938053,2020,6,30.993548387096773,14.8,42.0,0.0,39.7
GEG,47.6199,-117.533997,2015,5,15.94375,1.7,28.0,25.9,27.7
IND,39.7173,-86.294403,2015,2,-6.155172413793102,-26.1,13.0,53.400000000000006,38.0
ORD,41.9786,-87.9048,2020,12,-0.38125000000000003,-13.6,12.3,65.2,34.8
SEA,47.447943,-122.310276,2018,11,7.648387096774193,0.5,15.6,150.4,31.2
BNA,36.1245,-86.6782,2014,7,24.603125,14.6,35.0,70.4,20.3
MDW,41.785999,-87.752403,2023,1,-0.6437500000000002,-21.0,12.4,57.900000000000006,31.8
AEX,31.3274,-92.549797,2021,2,8.541379310344826,-12.3,25.7,131.6,31.8
BUR,34.197703,-118.356378,2022,6,22.912903225806453,12.9,37.4,24.9,18.2
PIT,40.491501,-80.232903,2014,4,9.558064516129033,-3.7,25.3,152.79999999999998,30.1
CLE,41.411701,-81.8498,2013,8,21.471875,13.2,29.3,70.19999999999999,24.5
BHM,33.562901,-86.753502,2015,6,25.809677419354845,15.5,34.9,117.10000000000002,17.6
BNA,36.1245,-86.6782,2015,9,22.393548387096775,10.5,33.6,68.19999999999999,17.0
OMA,41.3032,-95.894096,2015,12,0.75625,-14.1,14.4,116.6,30.7
SPS,33.9888,-98.491898,2015,2,6.348275862068966,-5.4,26.4,26.8,35.5
SWF,41.504101,-74.104797,2021,11,5.016129032258063,-4.0,19.0,49.8,24.7
TRI,36.475201,-82.407401,2019,6,21.464516129032265,7.9,31.3,150.2,22.5
PHL,39.871899,-75.241096,2021,12,6.231249999999999,-4.8,19.3,54.099999999999994,31.1
PHL,39.871899,-75.241096,2017,1,3.096875,-15.2,17.3,79.6,38.0
PDX,45.588699,-122.598,2015,4,10.25483870967742,2.3,25.8,66.5,20.5
AUS,30.197535,-97.662015,2020,3,19.768749999999997,8.7,30.6,129.0,36.7
MYR,33.679699,-78.928299,2022,7,26.63125,20.3,34.0,300.8,26.6
ABQ,35.039976,-106.608925,2021,2,3.3586206896551722,-13.2,17.8,17.1,50.0
MCI,39.2976,-94.713898,2021,8,25.756249999999998,15.7,35.0,48.400000000000006,25.3
TYS,35.811001,-83.994003,2020,6,23.499999999999996,12.2,33.0,91.5,27.5
PVD,41.725038,-71.425668,2019,11,4.629032258064516,-6.4,21.0,86.19999999999999,47.9
LIT,34.729582,-92.223728,2019,1,5.415625,-6.0,18.0,101.19999999999999,34.9
LGA,40.777199,-73.872597,2014,8,22.521875,13.8,32.1,45.8,27.9
MYR,33.679699,-78.928299,2023,5,20.28125,10.5,31.3,120.10000000000001,41.3
BFL,35.433601,-119.056999,2022,11,11.209677419354838,0.5,23.6,29.1,28.3
IND,39.7173,-86.294403,2016,4,11.683870967741937,-3.0,26.3,132.3,46.8
TYS,35.811001,-83.994003,2021,1,4.143750000000001,-5.9,17.8,77.4,24.5
ORD,41.9786,-87.9048,2016,9,20.43870967741935,10.7,30.8,75.7,27.9
CKB,39.2966,-80.228104,2019,11,4.461290322580645,-9.8,19.3,64.2,36.4
COD,44.520199,-109.024002,2020,11,0.5903225806451611,-13.0,17.1,12.9,31.5
HSV,34.637199,-86.775101,2022,7,27.78125,21.3,35.5,136.8,27.1
SJU,18.4394,-66.001801,2017,7,27.490625,23.9,33.8,137.3,27.8
DCA,38.8521,-77.037697,2022,6,23.78709677419355,13.4,35.3,134.0,28.5
ANC,61.179004,-149.992561,2019,12,-6.075,-19.4,6.0,110.5,31.3
RIC,37.505199,-77.319702,2023,1,7.45,-2.6,19.8,81.0,25.4
PDX,45.588699,-122.598,2017,11,7.816129032258064,1.0,17.6,259.3,36.5
GUC,38.534672,-106.934566,2016,11,1.0290322580645161,-22.9,15.5,35.4,25.6
JNU,58.355,-134.576004,2015,12,-1.35625,-12.1,4.1,176.8,35.4
GPT,30.407301,-89.070099,2020,1,13.303124999999998,-0.2,21.5,169.50000000000003,41.4
STT,18.337091,-64.977251,2014,9,27.312903225806448,24.6,28.7,112.39999999999999,34.7
MCI,39.2976,-94.713898,2021,11,7.693548387096775,-4.0,20.7,49.70000000000001,32.9
LGB,33.816523,-118.149891,2018,11,16.993548387096777,7.2,31.4,23.4,36.7
PVD,41.725038,-71.425668,2021,11,6.264516129032257,-3.4,18.8,75.00000000000001,38.6
CHS,32.898602,-80.040497,2015,1,9.209375,-6.0,22.8,81.8,28.8
EYW,24.556101,-81.759598,2018,5,25.565625,23.2,27.5,317.29999999999995,55.2
TRI,36.475201,-82.407401,2014,5,18.05,4.4,29.1,50.400000000000006,22.2
ELP,31.807199,-106.377998,2015,1,5.803125,-4.3,20.6,22.6,38.2
STT,18.337091,-64.977251,2014,12,25.85,23.9,27.0,31.900000000000006,36.1
MKE,42.947201,-87.896599,2017,3,1.084375,-10.3,16.4,103.2,48.3
PSP,33.8297,-116.507004,2020,12,15.590625,5.7,25.8,7.0,20.1
SMF,38.6954,-121.591003,2017,12,8.403125,-0.6,19.1,2.0,36.9
VPS,30.4832,-86.525398,2022,11,16.993548387096773,1.3,29.9,164.9,38.9
GRK,31.0672,-97.828903,2019,2,11.262068965517239,-1.8,29.6,45.2,34.5
CDV,60.491798,-145.477997,2016,12,-3.7062500000000003,-12.2,2.1,172.8,32.7
GSP,34.895699,-82.218903,2018,5,21.487500000000004,9.7,32.2,213.89999999999998,23.2
ORF,36.895341,-76.201,2020,9,22.341935483870966,13.3,34.4,266.90000000000003,34.9
PSC,46.264702,-119.119003,2017,3,8.315625,0.5,21.2,53.099999999999994,34.9
OAK,37.720085,-122.221184,2013,12,9.325000000000001,0.4,19.1,8.9,28.0
HNL,21.32062,-157.924228,2018,10,25.853125,21.8,29.9,82.4,28.2
LGA,40.777199,-73.872597,2013,11,5.912903225806451,-5.0,20.5,80.5,41.1
SJC,37.362452,-121.929188,2014,3,14.3625,6.1,26.2,90.1,39.3
EWR,40.692501,-74.168701,2023,7,24.978125000000002,16.8,34.7,152.7,30.5
SBN,41.708698,-86.317299,2018,2,-1.1172413793103448,-14.5,16.5,189.6,35.0
DAL,32.847099,-96.851799,2023,1,10.356250000000001,-3.7,26.5,65.30000000000001,37.6
SBA,34.426201,-119.839996,2022,5,14.21875,8.9,24.9,2.9000000000000004,39.6
VPS,30.4832,-86.525398,2018,6,26.70322580645161,19.2,33.6,129.4,27.5
DSM,41.534,-93.663101,2020,6,23.670967741935485,13.4,32.1,142.9,37.4
MSN,43.1399,-89.337502,2020,11,5.751612903225806,-6.5,21.9,58.00000000000001,38.5
KOA,19.738783,-156.045603,2019,6,25.238709677419354,21.8,29.2,228.99999999999997,19.1
TYS,35.811001,-83.994003,2019,6,23.219354838709684,9.5,33.6,137.89999999999998,23.0
COS,38.805801,-104.700996,2019,10,5.6187499999999995,-20.4,26.5,29.799999999999997,36.7
BTR,30.533199,-91.149597,2022,7,27.456249999999997,22.8,34.8,150.2,20.2
MSY,29.993401,-90.258003,2017,5,23.296875,13.4,31.2,267.3,38.6
PHF,37.131901,-76.492996,2014,7,25.334374999999998,18.3,33.7,54.3,41.8
SLC,40.78886,-111.979866,2022,7,29.078125,18.0,39.9,6.4,47.2
MSN,43.1399,-89.337502,2020,2,-5.033333333333333,-25.6,10.9,27.400000000000002,32.4
ELP,31.807199,-106.377998,2013,11,11.122580645161293,-3.0,23.8,13.1,36.1
VPS,30.4832,-86.525398,2020,1,13.40625,-2.1,23.5,112.0,39.8
MEM,35.0424,-89.9767,2020,4,15.058064516129035,2.1,27.5,125.6,36.4
MDW,41.785999,-87.752403,2019,6,19.10645161290323,7.9,31.5,165.0,28.6
DRO,37.151501,-107.753998,2023,2,-5.679310344827586,-21.7,7.2,45.70000000000001,34.8
DCA,38.8521,-77.037697,2022,7,25.984375,17.6,35.9,288.6,25.2
RIC,37.505199,-77.319702,2014,3,5.771875,-9.7,22.8,102.69999999999999,29.7
LAW,34.567699,-98.416603,2020,2,6.800000000000001,-12.0,25.4,31.200000000000003,38.1
MAF,31.942499,-102.202003,2021,12,14.178125,-1.2,29.1,7.800000000000001,51.9
MQT,46.3536,-87.395401,2015,8,18.35625,9.1,31.0,73.6,26.7
GEG,47.6199,-117.533997,2021,2,-1.9310344827586208,-14.5,9.6,27.299999999999997,44.3
MSN,43.1399,-89.337502,2022,1,-9.984375,-27.3,5.1,15.399999999999999,30.9
CMH,39.998001,-82.891899,2014,3,1.8187499999999996,-16.2,20.9,62.9,38.3
SMF,38.6954,-121.591003,2018,7,27.006249999999998,13.2,43.3,0.1,21.2
PHX,33.435302,-112.005905,2020,8,37.109375,24.0,46.2,0.5,33.8
PNS,30.4734,-87.1866,2017,7,26.9375,21.8,32.4,138.20000000000002,19.2
BUF,42.940498,-78.732201,2014,8,19.840625000000003,11.7,29.1,72.6,27.5
RNO,39.4991,-119.767998,2021,1,2.7750000000000004,-8.1,15.9,89.0,22.4
PNS,30.4734,-87.1866,2021,4,18.193548387096772,5.5,26.7,261.40000000000003,34.2
CID,41.884701,-91.7108,2023,5,17.815624999999997,2.9,31.4,54.2,41.1
GSP,34.895699,-82.218903,2023,6,22.419354838709676,11.6,34.0,133.10000000000002,27.8
BUR,34.197703,-118.356378,2023,5,15.84375,7.5,28.2,24.3,18.9
BOI,43.5644,-116.223,2019,1,0.9656250000000001,-9.6,11.2,47.1,35.5
TLH,30.3965,-84.350304,2018,2,17.841379310344827,3.1,27.2,89.89999999999999,27.7
BDL,41.93851,-72.688066,2021,3,4.134375,-11.4,23.4,97.8,32.5
MTJ,38.5098,-107.893997,2013,12,-8.346875,-27.9,6.6,28.299999999999997,15.5
BNA,36.1245,-86.6782,2022,1,1.9187499999999997,-11.8,21.1,188.2,33.4
MEI,32.3326,-88.7519,2023,7,27.95625,20.5,37.4,110.8,16.6
RIC,37.505199,-77.319702,2016,8,26.89375,19.6,36.6,55.0,17.4
IAD,38.9445,-77.455803,2015,9,21.596774193548384,12.2,34.2,95.8,20.0
PVD,41.725038,-71.425668,2016,10,12.625,0.6,25.9,107.8,31.9
SEA,47.447943,-122.310276,2014,6,15.354838709677418,8.5,29.5,49.300000000000004,19.5
MCI,39.2976,-94.713898,2020,3,8.681249999999999,-5.1,22.6,89.6,40.4
CLL,30.5886,-96.3638,2015,10,23.303125,11.8,34.7,254.9,45.9
TLH,30.3965,-84.350304,2021,7,26.1625,21.5,33.9,225.1,25.4
DCA,38.8521,-77.037697,2019,12,4.59375,-5.8,19.0,94.89999999999999,28.3
HSV,34.637199,-86.775101,2023,3,12.928125000000001,-4.3,26.0,166.20000000000002,40.3
FSM,35.336601,-94.367401,2015,10,19.021875,10.1,33.4,52.10000000000001,21.1
IAD,38.9445,-77.455803,2022,2,4.110344827586207,-6.8,21.1,78.9,32.7
SPS,33.9888,-98.491898,2023,2,8.924137931034483,-5.5,30.1,65.5,52.6
MFE,26.176141,-98.237965,2022,5,28.515625,22.1,38.6,47.800000000000004,45.6
EWR,40.692501,-74.168701,2014,5,16.3,6.5,29.3,100.5,28.1
SHV,32.446602,-93.8256,2018,6,28.387096774193544,19.1,38.9,54.5,24.7
ELP,31.807199,-106.377998,2022,7,30.18125,20.3,40.3,8.0,35.7
ABQ,35.039976,-106.608925,2023,8,26.984375,17.4,38.7,24.400000000000002,37.8
SJU,18.4394,-66.001801,2020,12,25.234375,21.0,29.9,64.8,33.8
DRO,37.151501,-107.753998,2015,3,3.2281250000000004,-17.0,19.7,26.099999999999998,26.6
ONT,34.056,-117.600998,2016,5,16.53125,10.3,29.5,8.7,18.0
KOA,19.738783,-156.045603,2023,4,23.31935483870968,19.4,27.0,279.0,25.7
CMH,39.998001,-82.891899,2022,9,18.735483870967737,6.7,30.9,88.6,28.5
BNA,36.1245,-86.6782,2014,11,6.4387096774193555,-5.1,20.8,106.9,28.1
MLI,41.448502,-90.5075,2018,2,-2.3586206896551727,-20.3,16.5,85.39999999999999,29.4
TLH,30.3965,-84.350304,2022,11,17.380645161290325,2.9,30.1,82.70000000000002,33.9
ROC,43.1189,-77.672401,2020,3,4.3875,-8.3,21.8,84.39999999999999,36.3
DCA,38.8521,-77.037697,2015,6,23.748387096774195,13.9,35.5,145.4,22.5
CRP,27.770399,-97.501198,2018,4,21.512903225806454,8.6,30.2,46.699999999999996,37.3
COU,38.8181,-92.219597,2022,11,6.306451612903227,-7.2,25.3,68.80000000000001,30.3
MKG,43.169498,-86.238197,2019,8,20.684374999999996,12.1,28.4,36.900000000000006,30.5
SHV,32.446602,-93.8256,2014,7,26.58125,17.9,35.9,116.69999999999999,16.1
BTV,44.471901,-73.153297,2016,10,10.184375,0.1,23.6,113.9,25.3
HOU,29.645399,-95.2789,2020,2,14.049999999999995,0.2,25.3,96.69999999999999,37.7
EWR,40.692501,-74.168701,2022,7,26.021875,17.1,37.4,75.1,31.2
CMH,39.998001,-82.891899,2016,1,-1.909375,-17.0,15.2,35.2,33.5
ABE,40.651773,-75.442797,2019,11,3.641935483870968,-6.4,21.9,70.7,36.9
PNS,30.4734,-87.1866,2017,4,20.535483870967735,9.6,26.6,101.49999999999999,38.2
LEX,38.036499,-84.605904,2023,4,12.635483870967743,0.2,28.0,75.30000000000001,36.6
MEM,35.0424,-89.9767,2018,2,9.641379310344826,-5.6,23.7,335.00000000000006,34.9
MCI,39.2976,-94.713898,2023,7,25.215625000000003,15.4,37.2,113.10000000000001,29.9
MDT,40.193501,-76.763397,2023,8,23.240625,13.1,32.4,131.5,27.6
RDU,35.877602,-78.787498,2018,9,24.293548387096767,15.2,32.5,297.4000000000001,40.8
STT,18.337091,-64.977251,2013,11,26.35806451612903,24.0,27.9,108.2,38.2
SMF,38.6954,-121.591003,2017,6,24.735483870967744,10.5,45.3,8.0,23.7
EYW,24.556101,-81.759598,2021,1,21.04375,15.8,24.3,17.9,45.8
AZA,33.3078,-111.654999,2018,6,32.66129032258065,20.9,42.8,16.4,21.6
ATL,33.6367,-84.428101,2014,12,8.9125,-1.2,20.9,129.4,24.4
CMI,40.039819,-88.276249,2014,11,2.0096774193548383,-10.9,17.5,44.2,40.2
PHX,33.435302,-112.005905,2018,4,25.190322580645166,9.7,36.9,0.2,42.7
MFE,26.176141,-98.237965,2022,2,14.441379310344827,0.7,33.0,25.200000000000003,40.3
PVD,41.725038,-71.425668,2022,12,2.6,-11.8,13.7,126.5,44.2
HLN,46.6068,-111.983002,2022,9,17.409677419354843,4.7,36.3,59.7,29.0
ATW,44.258099,-88.519096,2018,12,-3.34375,-15.8,6.9,49.3,32.4
OAK,37.720085,-122.221184,2021,5,14.290625,9.4,26.0,1.8,32.5
CRW,38.3731,-81.593201,2015,12,9.6125,-2.8,23.4,151.2,35.6
JFK,40.639447,-73.779317,2014,1,-3.021875,-19.1,13.0,69.0,37.5
RDU,35.877602,-78.787498,2022,6,25.145161290322577,14.8,38.3,82.9,22.3
FAT,36.776199,-119.718002,2013,10,18.215625,5.9,31.4,5.1,23.1
MSN,43.1399,-89.337502,2014,12,-2.01875,-16.8,8.2,31.800000000000004,29.6
EWR,40.692501,-74.168701,2015,4,10.51290322580645,-1.8,24.8,57.3,32.2
SJC,37.362452,-121.929188,2016,1,10.806249999999999,1.1,17.9,234.8,40.3
LIT,34.729582,-92.223728,2013,8,27.63125,16.5,37.3,37.1,18.7
CRW,38.3731,-81.593201,2020,9,19.3,7.8,29.3,81.19999999999999,19.9
RDM,44.254101,-121.150002,2019,6,16.429032258064517,2.9,29.7,14.4,32.9
GSP,34.895699,-82.218903,2017,9,21.6516129032258,11.6,32.2,128.6,46.4
LBB,33.663601,-101.822998,2022,7,30.418750000000003,20.9,41.4,11.3,33.2
ABE,40.651773,-75.442797,2018,12,2.53125,-7.2,15.7,136.5,31.8
BWI,39.1754,-76.668297,2021,8,24.9875,16.8,35.0,320.90000000000003,26.0
YUM,32.650938,-114.609375,2015,3,23.162499999999998,8.2,36.5,9.2,26.1
CDV,60.491798,-145.477997,2020,8,13.5625,8.3,22.2,222.4,44.8
CLL,30.5886,-96.3638,2019,5,23.95,13.2,32.6,219.9,36.2
KOA,19.738783,-156.045603,2017,12,22.509375,17.0,27.2,90.4,33.4
BTR,30.533199,-91.149597,2022,12,13.084375,-7.1,26.1,184.5,33.9
RST,43.908298,-92.5,2017,3,0.40625,-18.9,16.8,66.3,40.5
ONT,34.056,-117.600998,2023,6,18.741935483870968,11.1,34.8,1.6,25.9
MDT,40.193501,-76.763397,2018,9,21.00322580645161,11.0,32.1,207.89999999999998,21.2
FLG,35.1385,-111.670998,2017,2,1.8,-11.6,13.4,85.0,32.3
PWM,43.646198,-70.309303,2019,5,10.934375,2.3,25.0,98.8,33.8
EWR,40.692501,-74.168701,2016,5,16.015625,5.3,32.3,91.6,31.7
SFO,37.619806,-122.374821,2023,2,8.617241379310345,2.8,16.1,89.1,56.3
SRQ,27.394631,-82.554359,2019,3,19.975,7.2,29.5,52.5,28.5
BHM,33.562901,-86.753502,2022,5,22.909374999999997,10.5,34.1,160.2,36.0
CAE,33.938801,-81.119499,2019,6,25.941935483870967,14.1,35.8,106.6,24.4
ITO,19.721399,-155.048004,2014,11,22.854838709677423,19.6,26.4,165.4,28.7
BFL,35.433601,-119.056999,2019,4,20.687096774193556,9.1,36.5,7.299999999999999,32.3
LIT,34.729582,-92.223728,2021,5,19.953125,8.0,30.3,181.7,31.3
BOI,43.5644,-116.223,2017,9,18.51612903225806,3.7,37.1,20.000000000000004,28.5
LIT,34.729582,-92.223728,2017,8,25.090625,18.7,34.1,207.50000000000003,29.0
LSE,43.879002,-91.256699,2017,7,22.940624999999997,14.6,31.9,100.80000000000001,28.3
SJU,18.4394,-66.001801,2014,8,27.39375,24.2,32.5,89.5,28.8
GEG,47.6199,-117.533997,2023,7,23.86875,12.6,34.8,2.6999999999999997,35.8
HNL,21.32062,-157.924228,2016,7,25.91875,23.5,28.9,35.10000000000001,32.0
PBI,26.683201,-80.095596,2018,6,26.351612903225806,22.1,31.3,185.70000000000002,23.5
ERI,42.083127,-80.173867,2017,12,-1.796875,-12.2,11.7,118.19999999999999,40.8
CLD,33.1283,-117.279999,2013,10,17.21875,9.2,29.6,18.9,23.7
JFK,40.639447,-73.779317,2016,9,21.454838709677418,12.0,32.2,63.900000000000006,32.0
PIT,40.491501,-80.232903,2018,9,19.835483870967742,8.9,32.2,278.0,24.4
PHF,37.131901,-76.492996,2019,4,16.467741935483872,0.4,29.7,112.39999999999999,33.1
PSP,33.8297,-116.507004,2018,9,31.861290322580643,22.3,43.8,0.0,18.3
BMI,40.4771,-88.915901,2021,12,3.990625,-9.2,17.9,72.8,48.3
CNY,38.755001,-109.754997,2023,4,11.629032258064518,-4.5,29.9,10.5,48.2
BNA,36.1245,-86.6782,2020,11,11.390322580645162,-2.8,25.5,64.89999999999999,36.5
BUR,34.197703,-118.356378,2021,4,17.822580645161292,6.9,35.7,9.5,27.2
KOA,19.738783,-156.045603,2015,11,22.30322580645161,18.1,26.7,172.9,14.0
PDX,45.588699,-122.598,2016,1,4.746875,-2.9,15.2,203.0,26.1
AUS,30.197535,-97.662015,2021,1,11.256249999999998,-1.1,24.9,82.10000000000001,33.9
ROA,37.3255,-79.975403,2020,3,10.425,-4.6,27.3,106.3,28.3
LYH,37.326698,-79.200401,2018,7,24.490625,14.2,33.6,106.3,20.9
SLC,40.78886,-111.979866,2020,3,6.384375,-6.2,17.9,54.9,38.4
PWM,43.646198,-70.309303,2020,2,-2.2333333333333334,-23.8,8.1,94.9,38.9
OKC,35.393388,-97.598248,2021,11,11.470967741935485,-0.3,24.7,19.5,36.4
BMI,40.4771,-88.915901,2016,1,-2.4875000000000003,-19.8,14.1,25.200000000000003,36.0
ROW,33.301601,-104.530998,2016,7,31.4625,22.2,41.4,3.5,34.9
DLH,46.842098,-92.193604,2020,7,21.534374999999997,12.9,31.5,100.0,33.4
DCA,38.8521,-77.037697,2014,8,23.80625,14.3,34.2,60.50000000000001,18.2
ABE,40.651773,-75.442797,2018,7,24.190625,12.0,34.9,180.2,28.5
AGS,33.3699,-81.9645,2015,11,15.025806451612903,2.0,25.9,116.0,26.9
CNY,38.755001,-109.754997,2019,5,15.475000000000001,2.5,30.1,33.4,45.3
PIT,40.491501,-80.232903,2014,10,11.775,2.5,25.1,90.2,24.8
HOU,29.645399,-95.2789,2019,1,11.850000000000001,-0.2,23.9,147.60000000000002,40.0
HNL,21.32062,-157.924228,2021,11,24.903225806451616,21.3,28.9,27.500000000000004,29.9
PBI,26.683201,-80.095596,2017,10,25.325,12.1,30.1,290.79999999999995,40.5
OAJ,34.829201,-77.612099,2020,1,10.3,-3.0,24.8,73.6,32.4
SGF,37.245701,-93.388603,2022,11,6.9225806451612915,-7.7,24.9,92.79999999999998,28.6
SHV,32.446602,-93.8256,2023,8,31.875,19.6,41.3,17.1,30.6
ABE,40.651773,-75.442797,2020,9,19.051612903225802,4.9,29.7,111.69999999999999,29.9
MDT,40.193501,-76.763397,2016,8,25.200000000000003,15.6,34.5,75.1,20.0
UIN,39.942699,-91.194603,2018,11,1.6806451612903226,-14.8,15.0,98.30000000000001,38.8
TXK,33.453701,-93.990997,2019,6,25.403225806451612,15.5,36.2,129.2,29.6
SWF,41.504101,-74.104797,2021,4,9.477419354838712,-5.7,27.2,94.7,32.4
BIL,45.807701,-108.542999,2021,1,-0.34375,-11.8,13.3,9.7,56.5
TYS,35.811001,-83.994003,2019,7,25.46875,14.5,34.7,141.4,21.4
LEX,38.036499,-84.605904,2020,4,10.583870967741936,-2.6,24.5,140.29999999999998,29.2
ORF,36.895341,-76.201,2019,11,10.099999999999998,-0.1,24.4,89.6,43.5
DTW,42.21377,-83.353786,2022,2,-3.6310344827586207,-21.3,12.7,90.4,35.3
VPS,30.4832,-86.525398,2021,8,26.896875,21.9,31.9,322.6,37.1
MOB,30.6912,-88.242798,2022,2,12.144827586206896,-1.6,24.7,98.5,30.1
IND,39.7173,-86.294403,2021,6,22.851612903225806,12.2,33.2,144.8,27.4
TPA,27.9755,-82.533203,2021,7,26.9,23.0,32.4,268.8,38.2
ELP,31.807199,-106.377998,2014,4,18.312903225806455,2.0,31.3,3.1,43.7
MSY,29.993401,-90.258003,2022,5,25.715625,19.4,33.7,149.4,28.8
AVL,35.436199,-82.541801,2014,3,5.978125,-4.4,24.1,98.0,33.1
MOB,30.6912,-88.242798,2016,11,17.66774193548387,3.9,29.1,44.4,28.9
SCE,40.849374,-77.84852,2019,12,0.45625,-10.3,13.2,104.2,28.0
CID,41.884701,-91.7108,2018,3,1.68125,-8.0,13.3,70.3,36.9
ABE,40.651773,-75.442797,2017,12,-0.6281249999999999,-15.0,14.5,55.2,39.9
GRB,44.483459,-88.130805,2023,6,20.435483870967733,8.7,33.3,84.10000000000001,25.4
ROA,37.3255,-79.975403,2018,4,10.71935483870968,-3.4,26.0,160.6,31.9
PHX,33.435302,-112.005905,2019,5,24.66875,12.5,37.6,4.4,33.8
MAF,31.942499,-102.202003,2020,10,19.153125,-2.9,36.7,25.8,40.7
ICT,37.649899,-97.433098,2015,8,25.440625,14.0,36.7,82.6,30.6
EWR,40.692501,-74.168701,2019,5,16.140625,5.7,29.6,165.60000000000002,33.1
TPA,27.9755,-82.533203,2020,12,15.343749999999998,3.2,27.2,96.2,36.4
OGG,20.896263,-156.431837,2015,9,27.11935483870968,23.2,32.2,35.0,34.8
TPA,27.9755,-82.533203,2022,2,17.941379310344825,5.7,30.2,29.5,29.8
DTW,42.21377,-83.353786,2014,11,1.993548387096774,-11.1,15.8,59.0,43.7
TXK,33.453701,-93.990997,2018,9,25.432258064516123,13.9,37.4,160.3,22.5
ROC,43.1189,-77.672401,2016,9,19.406451612903226,9.7,32.5,55.2,22.1
BMI,40.4771,-88.915901,2013,12,-3.0875000000000004,-16.7,13.8,58.599999999999994,32.9
IND,39.7173,-86.294403,2017,5,16.4875,2.8,28.5,208.20000000000002,37.6
PNS,30.4734,-87.1866,2018,12,13.825,2.9,22.4,315.7,46.3
LCK,39.813801,-82.927803,2020,12,1.3000000000000003,-11.9,14.9,77.2,32.1
GRK,31.0672,-97.828903,2021,9,26.348387096774186,14.7,37.5,43.900000000000006,26.8
OKC,35.393388,-97.598248,2019,9,26.806451612903235,20.3,35.7,63.5,31.7
SHV,32.446602,-93.8256,2014,3,12.103125,-2.4,25.1,115.6,39.7
CHS,32.898602,-80.040497,2020,3,16.809375,-0.3,28.8,115.49999999999999,34.4
BOS,42.36197,-71.0079,2016,12,1.528125,-14.9,12.3,94.5,39.3
JNU,58.355,-134.576004,2018,10,7.778124999999999,0.4,14.0,467.79999999999995,30.7
HOU,29.645399,-95.2789,2020,4,21.067741935483877,8.7,30.7,176.79999999999998,34.6
SCE,40.849374,-77.84852,2020,9,17.512903225806454,2.0,29.9,57.5,25.6
MAF,31.942499,-102.202003,2014,8,28.262500000000003,19.7,38.1,11.7,28.4
PDX,45.588699,-122.598,2018,5,15.203125,6.1,28.5,16.5,20.4
MKE,42.947201,-87.896599,2021,2,-7.313793103448275,-22.3,9.6,34.800000000000004,39.1
OGG,20.896263,-156.431837,2014,2,23.572413793103443,17.9,28.7,43.50000000000001,23.8
TLH,30.3965,-84.350304,2019,7,26.934375000000003,20.4,36.3,216.2,19.5
FWA,40.9785,-85.195099,2018,6,22.338709677419356,11.3,32.5,128.5,29.3
ABQ,35.039976,-106.608925,2017,9,21.84193548387097,9.0,33.7,86.1,38.2
PPG,-14.331,-170.710007,2022,1,27.471874999999997,24.2,29.6,250.5,39.8
MTJ,38.5098,-107.893997,2022,1,-5.074999999999999,-21.9,7.6,16.3,20.7
AVL,35.436199,-82.541801,2023,3,8.978125,-6.6,25.3,93.5,29.1
PHX,33.435302,-112.005905,2020,9,32.987096774193546,20.2,45.4,0.2,34.3
KOA,19.738783,-156.045603,2019,5,24.184375000000003,16.6,27.9,226.39999999999998,25.9
MCI,39.2976,-94.713898,2015,6,23.548387096774196,11.8,34.2,218.29999999999998,26.7
SFO,37.619806,-122.374821,2017,6,15.267741935483869,10.7,28.9,3.4000000000000004,37.9
GSP,34.895699,-82.218903,2020,11,12.338709677419352,0.6,23.4,139.7,29.0
COD,44.520199,-109.024002,2015,1,-5.865625,-19.7,8.5,6.8999999999999995,30.2
CWA,44.777448,-89.670238,2016,4,5.806451612903227,-7.0,24.7,49.19999999999999,32.0
BOS,42.36197,-71.0079,2022,8,24.05625,14.8,37.8,51.00000000000001,27.4
